ID,Date (GMT),Time (24hr),ConfP (psi),ActP (psi),Load (lbs),SmallLVDT (in),LargeLVDT (in),LVTemp (C),UVTemp (C),PistonTemp (C),LCTemp (C),AmbTemp (C),CFluidTemp,DilaFDBK (mL),Isco Vol (mL),DnStream Flow (SCCM),Schu01 (in),Schu02 (in),PorePress(psig),US PorePressTemp(C),DS PorePressTemp(C)
24339,6/7/2016,12:51:52 AM,5489.01,5.2959,-246.756,0.499749,-0.00445533,188,186.3,167.1,24.3,23,170.5,35.7681,48.9827,9.25598E-005,-0.420919,0.860504,-12.946,30.7,25.2
24340,6/7/2016,1:08:32 AM,5489.01,4.05566,-246.756,0.499749,-0.00427139,190.6,185.1,167.1,24.4,23,170.4,35.7562,48.6837,9.25598E-005,-0.420429,0.85945,-12.946,30.7,25.2
24341,6/7/2016,1:25:12 AM,5483.12,4.05566,-257.939,0.499749,-0.00427139,192.7,186.6,167.2,24.3,23,170.6,35.7681,49.0657,9.25598E-005,-0.420063,0.859822,-12.946,30.8,25.2
24342,6/7/2016,1:41:52 AM,5483.12,4.05566,-246.756,0.499749,-0.00445533,190.2,186.3,167.3,24.3,23,170.6,35.7681,49.1342,9.25598E-005,-0.420338,0.858767,-12.946,30.9,25.2
24343,6/7/2016,1:58:32 AM,5485.91,5.2959,-257.939,0.499749,-0.00427139,186.4,185.5,167.2,24.3,23,170.6,35.7681,49.1176,9.25598E-005,-0.420429,0.85945,-12.946,30.8,25.3
24344,6/7/2016,2:15:12 AM,5484.98,5.2959,-257.939,0.499749,-0.00427139,185.8,186.2,167.2,24.3,23,170.6,35.7681,49.1031,9.25598E-005,-0.420338,0.860814,-12.946,30.8,25.3
24345,6/7/2016,2:31:52 AM,5482.19,4.05566,-257.939,0.499749,-0.00427139,189.7,186.9,167.2,24.3,22.7,170.7,35.7681,49.2152,9.25598E-005,-0.420338,0.863234,-13.8689,29.9,25.2
24346,6/7/2016,2:48:32 AM,5484.98,5.2959,-257.939,0.499749,-0.00427139,185.9,186.6,167.1,24.3,22.6,170.8,35.7681,49.2983,9.25598E-005,-0.420338,0.860411,-13.8689,29.5,25.2
24347,6/7/2016,3:05:12 AM,5483.12,4.05566,-257.939,0.499749,-0.00427139,185.2,185.6,166.9,24.2,22.9,170.8,35.7562,49.4478,9.25598E-005,-0.420429,0.858271,-13.8689,29,25.2
24348,6/7/2016,3:21:52 AM,5487.77,4.05566,-257.939,0.499749,-0.00427139,184.3,184.4,166.8,24.3,22.9,170.7,35.7681,49.1031,9.25598E-005,-0.420613,0.859915,-13.8689,28.9,25.3
24349,6/7/2016,3:38:32 AM,5481.26,4.05566,-257.939,0.499749,-0.00445533,194.2,183.9,166.7,24.2,22.9,170.5,35.7562,48.8705,9.25598E-005,-0.420154,0.860225,-13.8689,28.7,25.3
24350,6/7/2016,3:55:12 AM,5484.98,4.05566,-257.939,0.499749,-0.00445533,184.1,185.7,166.8,24.3,23,170.6,35.7562,49.0823,9.25598E-005,-0.420338,0.857031,-12.946,29.1,25.2
24351,6/7/2016,4:11:52 AM,5484.05,4.05566,-257.939,0.499749,-0.00445533,186.1,184.8,166.8,24.4,23.2,170.6,35.7681,49.0346,9.25598E-005,-0.420246,0.859729,-13.8689,29.7,25.3
24352,6/7/2016,4:28:32 AM,5483.12,5.2959,-257.939,0.499749,-0.00427139,184.5,184.1,166.8,24.4,23.1,170.4,35.7681,48.9515,9.25598E-005,-0.420063,0.859822,-12.946,30.1,25.2
24353,6/7/2016,4:45:12 AM,5486.84,5.2959,-257.939,0.499749,-0.00445533,184.8,183.2,166.9,24.4,23,170.3,35.7681,48.6837,9.25598E-005,-0.420338,0.860225,-12.946,30.4,25.3
24354,6/7/2016,5:01:52 AM,5483.12,5.2959,-257.939,0.49973,-0.00445533,191.3,184.4,166.9,24.4,23,170.4,35.7562,48.8186,9.25598E-005,-0.420246,0.860814,-12.946,30.4,25.2
24355,6/7/2016,5:18:32 AM,5481.26,4.05566,-257.939,0.499749,-0.00445533,191.5,184.6,167.1,24.3,23,170.8,35.7562,49.3813,9.25598E-005,-0.420429,0.862551,-12.946,30.5,25.2
24356,6/7/2016,5:35:13 AM,5480.33,5.2959,-257.939,0.499749,-0.00445533,191,186.1,166.9,24.3,23,170.4,35.7681,48.9017,9.25598E-005,-0.420154,0.861466,-12.946,30.7,25.2
24357,6/7/2016,5:51:52 AM,5481.26,4.05566,-246.756,0.499749,-0.00445533,189.9,187.1,167,24.3,23.1,170.6,35.7681,49.0346,9.25598E-005,-0.420246,0.860132,-12.946,30.8,25.2
24358,6/7/2016,6:08:32 AM,5483.12,4.05566,-257.939,0.499749,-0.00427139,190,187.2,166.9,24.3,23,170.4,35.7681,48.7875,9.25598E-005,-0.420246,0.85914,-12.946,30.8,25.3
24359,6/7/2016,6:25:12 AM,5483.12,5.2959,-246.756,0.49973,-0.00445533,184.5,186.9,166.8,24.3,23,170.6,35.7681,49.1176,9.25598E-005,-0.420338,0.859729,-12.946,30.7,25.2
24360,6/7/2016,6:41:52 AM,5485.91,4.05566,-246.756,0.49973,-0.00445533,185.3,185.2,166.8,24.3,23,170.4,35.7562,48.8539,9.25598E-005,-0.420246,0.862923,-12.946,30.8,25.2
24361,6/7/2016,6:58:33 AM,5485.91,4.05566,-246.756,0.499749,-0.00445533,186.1,184.7,166.7,24.3,23.1,170.5,35.7681,48.9224,9.25598E-005,-0.420429,0.862055,-12.946,30.8,25.2
24362,6/7/2016,7:15:12 AM,5484.05,4.05566,-246.756,0.499749,-0.00445533,198.1,184.4,166.6,24.3,22.9,170.3,35.7681,48.5487,9.25598E-005,-0.419971,0.86128,-13.8689,30.7,25.2
24363,6/7/2016,7:31:52 AM,5484.98,4.05566,-246.756,0.499749,-0.00427139,185,183.6,166.7,24.3,22.9,170.4,35.7681,48.8394,9.25598E-005,-0.420154,0.860597,-12.946,30.7,25.2
24364,6/7/2016,7:48:32 AM,5481.26,4.05566,-246.756,0.499749,-0.00445533,190.9,186.7,166.7,24.2,22.9,170.5,35.7681,48.8332,9.25598E-005,-0.420338,0.866521,-12.946,30.7,25.2
24365,6/7/2016,8:05:13 AM,5489.01,4.05566,-246.756,0.49973,-0.00445533,185.3,184.5,166.7,24.2,23.1,170.5,35.7562,48.8498,9.25598E-005,-0.420827,0.861869,-12.946,30.7,25.2
24366,6/7/2016,8:21:53 AM,5485.91,4.05566,-235.572,0.499749,-0.00445533,187.2,183.9,166.7,24.1,23,170.5,35.7681,48.8705,9.25598E-005,-0.420429,0.86128,-12.946,30.8,25.2
24367,6/7/2016,8:38:32 AM,5482.19,4.05566,-246.756,0.499749,-0.00445533,190.4,184.1,166.5,24.2,23,170.3,35.7562,48.7189,9.25598E-005,-0.420154,0.860597,-12.946,30.7,25.2
24368,6/7/2016,8:55:12 AM,5483.12,4.05566,-235.572,0.49973,-0.00427139,183.9,187.2,166.3,24.1,22.9,170.2,35.7681,48.6006,9.25598E-005,-0.419971,0.861187,-12.946,30.7,25.1
24369,6/7/2016,9:11:52 AM,5486.84,5.2959,-246.756,0.499749,-0.00445533,187.4,186.9,166.1,24.1,22.9,170.3,35.7681,48.4511,9.25598E-005,-0.420521,0.86128,-12.946,30.7,25.2
24370,6/7/2016,9:28:32 AM,5481.26,4.05566,-246.756,0.499749,-0.00445533,190.8,186,166.1,24.1,22.7,170,35.7681,48.1874,9.25598E-005,-0.420154,0.861094,-12.946,30.7,25.2
24371,6/7/2016,9:45:13 AM,5484.98,4.05566,-235.572,0.499749,-0.00445533,183.7,184.1,165.8,24,22.4,170.3,35.7681,48.6837,9.25598E-005,-0.420338,0.860225,-13.8689,29.8,25.1
24372,6/7/2016,10:01:52 AM,5484.05,4.05566,-246.756,0.499749,-0.00445533,185.7,184.2,165.8,24.1,22.4,170.3,35.7681,48.7148,9.25598E-005,-0.420613,0.860907,-13.8689,29.1,25.1
24373,6/7/2016,10:10:56 AM,5482.19,4.05566,-235.572,0.499749,-0.00427139,190.9,184.5,165.6,24,22.6,170.3,35.7562,48.6525,9.25598E-005,-0.420429,0.860504,-13.8689,28.8,25
24374,6/7/2016,10:11:06 AM,5484.05,4.05566,-235.572,0.499749,-0.00427139,189,183.9,165.6,24,22.6,170.3,35.7681,48.6525,9.25598E-005,-0.420521,0.859915,1127.02,29.1,25
24375,6/7/2016,10:11:16 AM,5484.05,4.05566,-235.572,0.499749,-0.00427139,187.6,183.4,165.6,24,22.7,170.3,35.7681,48.6525,9.25598E-005,-0.420613,0.860225,1126.1,28.8,25
24376,6/7/2016,10:11:26 AM,5485.91,4.05566,-235.572,0.499749,-0.00427139,186.7,183.7,165.6,24,22.7,170.3,35.7681,48.6525,9.25598E-005,-0.420613,0.86069,1122.1,28.8,25
24377,6/7/2016,10:11:37 AM,5485.91,5.2959,-246.756,0.499749,-0.00427139,185.7,184.3,165.6,24.1,22.7,170.3,35.7681,48.6525,9.25598E-005,-0.420613,0.861094,1119.33,28.8,25
24378,6/7/2016,10:11:47 AM,5485.91,4.05566,-246.756,0.499749,-0.00427139,185.1,184.8,165.6,24,22.7,170.3,35.7681,48.6525,9.25598E-005,-0.420521,0.860814,1118.41,28.9,25
24379,6/7/2016,10:11:56 AM,5485.91,4.05566,-246.756,0.499749,-0.00445533,184.6,185.5,165.6,24.1,22.7,170.3,35.7562,48.6691,9.25598E-005,-0.420521,0.861,1065.5,28.7,25
24380,6/7/2016,10:12:06 AM,5485.91,4.05566,-235.572,0.499749,-0.00427139,184.2,186.3,165.6,24.1,22.7,170.3,35.7562,48.6691,9.25598E-005,-0.420521,0.860907,994.447,28.7,25
24381,6/7/2016,10:12:16 AM,5484.05,4.05566,-235.572,0.499749,-0.00427139,184.2,186.9,165.6,24.1,22.7,170.3,35.7562,48.6837,9.25598E-005,-0.420429,0.86069,926.468,28.7,25
24382,6/7/2016,10:12:26 AM,5481.26,4.05566,-235.572,0.49973,-0.00427139,188,187.2,165.6,24,22.7,170.3,35.7562,48.6837,9.25598E-005,-0.420429,0.860597,864.024,28.7,25
24383,6/7/2016,10:12:36 AM,5480.33,4.05566,-246.756,0.499749,-0.00427139,189.6,187,165.6,24.1,22.7,170.3,35.7681,48.6525,9.25598E-005,-0.420338,0.860318,806.503,28.7,25
24384,6/7/2016,10:12:46 AM,5482.19,4.05566,-246.756,0.499749,-0.00427139,192.1,186.5,165.6,24,22.7,170.3,35.7562,48.5695,9.25598E-005,-0.420338,0.860225,753.596,28.7,25
24385,6/7/2016,10:12:57 AM,5482.19,4.05566,-246.756,0.499749,-0.00427139,192.3,185.9,165.6,24,22.8,170.3,35.7681,48.5487,9.25598E-005,-0.420338,0.859729,705.61,28.7,25
24386,6/7/2016,10:13:07 AM,5483.12,4.05566,-202.021,0.499749,-0.00445533,190.4,185.4,165.6,24.1,22.8,170.2,35.7681,48.5549,9.25598E-005,-0.420429,0.860597,657.624,28.7,25
24387,6/7/2016,10:13:16 AM,5484.05,4.05566,-235.572,0.499749,-0.00445533,188.6,184.8,165.5,24.1,22.8,170.2,35.7681,48.5549,9.25598E-005,-0.420429,0.860411,619.174,28.7,25
24388,6/7/2016,10:13:26 AM,5484.98,4.05566,-235.572,0.499749,-0.00427139,187.1,184.3,165.5,24.1,22.9,170.2,35.7681,48.5549,9.25598E-005,-0.420521,0.860225,578.878,28.7,25
24389,6/7/2016,10:13:36 AM,5485.91,4.05566,-235.572,0.499749,-0.00427139,186.3,183.8,165.5,24,22.8,170.2,35.7681,48.5695,9.25598E-005,-0.420521,0.860411,544.427,28.7,25
24390,6/7/2016,10:13:46 AM,5485.91,5.2959,-235.572,0.499749,-0.00427139,185.5,184,165.5,24.1,22.8,170.2,35.7681,48.5861,9.25598E-005,-0.420521,0.860814,512.744,28.7,25
24391,6/7/2016,10:13:56 AM,5485.91,4.05566,-246.756,0.499749,-0.00445533,185,183.9,165.5,24.1,22.7,170.2,35.7681,48.5861,9.25598E-005,-0.420521,0.861373,483.214,28.7,25
24392,6/7/2016,10:14:07 AM,5485.91,4.05566,-235.572,0.499749,-0.00427139,184.5,184.4,165.5,24.1,22.7,170.2,35.7681,48.6006,9.25598E-005,-0.420521,0.860907,456.146,28.7,25
24393,6/7/2016,10:14:17 AM,5484.98,4.05566,-246.756,0.499749,-0.00427139,184.2,185,165.7,24,22.7,170.2,35.7681,48.6214,9.25598E-005,-0.420429,0.861094,431.23,28.7,25
24394,6/7/2016,10:14:27 AM,5484.98,4.05566,-246.756,0.499749,-0.00445533,183.9,185.8,165.5,24.1,22.8,170.2,35.7562,48.6172,9.25598E-005,-0.420338,0.861094,408.16,28.7,25
24395,6/7/2016,10:14:36 AM,5483.12,5.2959,-235.572,0.499749,-0.00427139,184,186.6,165.5,24,22.8,170.2,35.7562,48.6172,9.25598E-005,-0.420246,0.861187,386.012,28.7,25
24396,6/7/2016,10:14:46 AM,5480.33,4.05566,-246.756,0.499749,-0.00427139,187.9,187.1,165.5,24,22.7,170.2,35.7681,48.6172,9.25598E-005,-0.420154,0.86069,364.173,28.7,25
24397,6/7/2016,10:14:56 AM,5479.1,4.05566,-235.572,0.49973,-0.00427139,192.2,186.8,165.5,24,22.8,170.2,35.7681,48.5341,9.25598E-005,-0.420063,0.860597,347.87,28.7,25
24398,6/7/2016,10:15:06 AM,5482.19,4.05566,-246.756,0.499749,-0.00427139,196.1,186.3,165.5,24,22.7,170.2,35.7681,48.3888,9.25598E-005,-0.420246,0.860411,328.491,28.7,25
24399,6/7/2016,10:15:17 AM,5483.12,4.05566,-246.756,0.499749,-0.00427139,197.6,185.8,165.5,24,22.7,170.2,35.7681,48.3535,9.25598E-005,-0.420246,0.859915,314.034,28.7,25
24400,6/7/2016,10:15:27 AM,5484.05,4.05566,-246.756,0.499749,-0.00427139,195.1,185.2,165.5,24,22.7,170.2,35.7681,48.3535,9.25598E-005,-0.420338,0.860411,297.731,28.7,25
24401,6/7/2016,10:15:37 AM,5484.98,4.05566,-246.756,0.499749,-0.00427139,192.5,184.8,165.5,24,22.7,170.2,35.7681,48.3535,9.25598E-005,-0.420429,0.860907,285.427,28.7,25
24402,6/7/2016,10:15:47 AM,5485.91,5.2959,-235.572,0.499749,-0.00427139,190.4,184.2,165.5,24.1,22.6,170.2,35.7681,48.368,9.25598E-005,-0.420613,0.860814,270.97,28.6,25
24403,6/7/2016,10:15:56 AM,5487.77,4.05566,-246.756,0.499749,-0.00427139,188.8,183.7,165.5,24,22.6,170.2,35.7681,48.3888,9.25598E-005,-0.420827,0.861,260.511,28.6,25
24404,6/7/2016,10:16:06 AM,5487.77,4.05566,-235.572,0.499749,-0.00427139,187.3,184,165.5,24.1,22.7,170.2,35.7681,48.4199,9.25598E-005,-0.420827,0.861559,248.823,28.7,25
24405,6/7/2016,10:16:16 AM,5487.77,4.05566,-246.756,0.499749,-0.00445533,186.6,184.1,165.6,24.1,22.7,170.2,35.7681,48.4345,9.25598E-005,-0.420827,0.861,237.441,28.7,25
24406,6/7/2016,10:16:27 AM,5489.01,4.05566,-235.572,0.499749,-0.00427139,185.9,184.4,165.5,24.2,22.7,170.2,35.7681,48.4719,9.25598E-005,-0.420919,0.861373,226.983,28.6,25
24407,6/7/2016,10:16:37 AM,5487.77,4.05566,-246.756,0.499749,-0.00427139,185.3,185.2,165.5,24.2,22.6,170.2,35.7681,48.4864,9.25598E-005,-0.420919,0.861373,217.139,28.7,25
24408,6/7/2016,10:16:47 AM,5487.77,4.05566,-246.756,0.499749,-0.00427139,184.8,185.9,165.5,24.1,22.6,170.3,35.7562,48.5175,9.25598E-005,-0.420919,0.860597,208.527,28.6,25
24409,6/7/2016,10:16:57 AM,5486.84,4.05566,-235.572,0.499749,-0.00445533,184.5,186.5,165.5,24,22.6,170.3,35.7681,48.5487,9.25598E-005,-0.420735,0.86128,199.914,28.7,25
24410,6/7/2016,10:17:07 AM,5486.84,4.05566,-235.572,0.499749,-0.00427139,184.2,186.9,165.6,24,22.6,170.2,35.7681,48.5695,9.25598E-005,-0.420613,0.861,191.301,28.7,25
24411,6/7/2016,10:17:16 AM,5484.98,4.05566,-235.572,0.499749,-0.00427139,184.4,186.7,165.6,24,22.6,170.3,35.7681,48.5861,9.25598E-005,-0.420521,0.860814,184.534,28.6,25
24412,6/7/2016,10:17:26 AM,5482.19,4.05566,-235.572,0.499749,-0.00427139,188.2,186.4,165.5,24.2,22.6,170.2,35.7681,48.6006,9.25598E-005,-0.420521,0.860597,176.844,28.6,25
24413,6/7/2016,10:17:36 AM,5481.26,4.05566,-235.572,0.499749,-0.00445533,190.5,185.9,165.5,24,22.6,170.2,35.7681,48.6006,9.25598E-005,-0.420521,0.861187,170.384,28.6,25
24414,6/7/2016,10:17:47 AM,5480.33,4.05566,-246.756,0.49973,-0.00445533,193,185.5,165.5,24.1,22.6,170.2,35.7681,48.5487,9.25598E-005,-0.420429,0.861094,164.54,28.6,25
24415,6/7/2016,10:17:57 AM,5482.19,4.05566,-246.756,0.499749,-0.00427139,193.5,184.7,165.6,24.2,22.6,170.2,35.7681,48.503,9.25598E-005,-0.420429,0.861776,158.695,28.6,25
24416,6/7/2016,10:18:07 AM,5484.05,4.05566,-246.756,0.499749,-0.00427139,191.4,184.2,165.6,24.1,22.6,170.2,35.7681,48.503,9.25598E-005,-0.420338,0.861,152.851,28.6,25
24417,6/7/2016,10:18:17 AM,5484.05,4.05566,-246.756,0.499749,-0.00445533,189.5,183.8,165.5,24,22.6,170.2,35.7681,48.5175,9.25598E-005,-0.420521,0.861,147.314,28.6,25
24418,6/7/2016,10:18:26 AM,5484.98,4.05566,-246.756,0.499749,-0.00445533,187.8,184,165.6,24,22.6,170.2,35.7681,48.5175,9.25598E-005,-0.420735,0.861,142.392,28.6,25
24419,6/7/2016,10:18:36 AM,5485.91,5.2959,-246.756,0.499749,-0.00445533,186.8,183.9,165.6,24.1,22.6,170.2,35.7562,48.5341,9.25598E-005,-0.420735,0.86069,137.471,28.6,25
24420,6/7/2016,10:18:46 AM,5485.91,4.05566,-246.756,0.499749,-0.00427139,186.1,184.4,165.5,24.1,22.6,170.2,35.7681,48.5549,9.25598E-005,-0.420827,0.860907,132.857,28.6,25
24421,6/7/2016,10:18:57 AM,5485.91,4.05566,-246.756,0.499749,-0.00445533,185.5,185.2,165.5,24.1,22.6,170.2,35.7681,48.5695,9.25598E-005,-0.420827,0.861962,127.935,28.6,25
24422,6/7/2016,10:19:07 AM,5485.91,4.05566,-246.756,0.499749,-0.00427139,184.9,186.1,165.5,24,22.6,170.2,35.7681,48.5695,9.25598E-005,-0.420827,0.861373,124.244,28.6,25
24423,6/7/2016,10:19:17 AM,5485.91,4.05566,-246.756,0.499749,-0.00427139,184.4,186.6,165.5,24.1,22.6,170.2,35.7681,48.5861,9.25598E-005,-0.420613,0.861466,120.245,28.6,25
24424,6/7/2016,10:19:27 AM,5485.91,4.05566,-246.756,0.499749,-0.00427139,184.2,187.1,165.5,24.1,22.7,170.2,35.7681,48.6006,9.25598E-005,-0.420613,0.861187,116.554,28.5,25
24425,6/7/2016,10:19:37 AM,5484.98,4.05566,-246.756,0.499749,-0.00427139,184.1,186.8,165.6,24,22.7,170.2,35.7681,48.6006,9.25598E-005,-0.420613,0.861869,112.555,28.5,25
24426,6/7/2016,10:19:46 AM,5481.26,4.05566,-246.756,0.499749,-0.00445533,188.5,186.4,165.6,24.1,22.7,170.2,35.7681,48.6006,9.25598E-005,-0.420521,0.861776,109.787,28.5,25
24427,6/7/2016,10:19:56 AM,5480.33,4.05566,-246.756,0.499749,-0.00427139,190.9,185.9,165.5,24.1,22.7,170.2,35.7681,48.5861,9.25598E-005,-0.420429,0.861373,106.095,28.5,25
24428,6/7/2016,10:20:07 AM,5481.26,4.05566,-246.756,0.499749,-0.00445533,193.6,185.4,165.5,24.1,22.7,170.2,35.7681,48.503,9.25598E-005,-0.420338,0.861869,103.02,28.5,25
24429,6/7/2016,10:20:17 AM,5484.05,4.05566,-246.756,0.499749,-0.00445533,193.1,184.7,165.5,24,22.7,170.2,35.7562,48.4199,9.25598E-005,-0.420338,0.861187,100.251,28.5,25
24430,6/7/2016,10:20:27 AM,5484.98,4.05566,-246.756,0.499749,-0.00445533,191.5,184.4,165.6,24.1,22.7,170.2,35.7681,48.4199,9.25598E-005,-0.420429,0.861187,97.175,28.5,25
24431,6/7/2016,10:20:37 AM,5485.91,4.05566,-246.756,0.499749,-0.00445533,189.2,183.9,165.5,24,22.7,170.2,35.7681,48.4345,9.25598E-005,-0.420613,0.861187,94.4067,28.5,25
24432,6/7/2016,10:20:47 AM,5486.84,4.05566,-246.756,0.499749,-0.00445533,187.9,184.1,165.4,24,22.7,170.2,35.7681,48.4511,9.25598E-005,-0.420735,0.861373,91.6382,28.5,25
24433,6/7/2016,10:20:57 AM,5486.84,4.05566,-235.572,0.499749,-0.00427139,186.9,184,165.5,24.1,22.7,170.2,35.7681,48.4656,9.25598E-005,-0.420735,0.86128,89.4851,28.5,25
24434,6/7/2016,10:21:06 AM,5486.84,4.05566,-235.572,0.499749,-0.00445533,185.9,184.5,165.5,24.1,22.7,170.2,35.7681,48.4864,9.25598E-005,-0.420735,0.861776,86.7166,28.5,25
24435,6/7/2016,10:21:17 AM,5486.84,4.05566,-235.572,0.499749,-0.00445533,185.3,185.1,165.5,24.1,22.6,170.2,35.7681,48.503,9.25598E-005,-0.420735,0.861,84.8711,28.5,25
24436,6/7/2016,10:21:27 AM,5486.84,4.05566,-235.572,0.499749,-0.00427139,184.9,185.9,165.5,24.1,22.6,170.2,35.7681,48.5341,9.25598E-005,-0.420613,0.861373,82.1025,28.5,25
24437,6/7/2016,10:21:37 AM,5486.84,4.05566,-235.572,0.499749,-0.00427139,184.5,186.5,165.5,24.1,22.7,170.2,35.7681,48.5487,9.25598E-005,-0.420613,0.861373,79.9495,28.5,25
24438,6/7/2016,10:21:47 AM,5485.91,5.2959,-246.756,0.499749,-0.00427139,184,186.9,165.5,24.1,22.7,170.2,35.7681,48.5695,9.25598E-005,-0.420521,0.861094,78.1038,28.5,25
24439,6/7/2016,10:21:57 AM,5484.98,4.05566,-235.572,0.499749,-0.00445533,184.2,186.7,165.5,24.2,22.7,170.2,35.7681,48.5861,9.25598E-005,-0.420521,0.860907,1147.94,30.2,25
24440,6/7/2016,10:22:07 AM,5482.19,4.05566,-246.756,0.499749,-0.00445533,187.9,186.3,165.5,24.2,22.7,170.2,35.7562,48.5861,9.25598E-005,-0.420521,0.861187,1123.95,28.6,25
24441,6/7/2016,10:22:17 AM,5480.33,5.2959,-235.572,0.499749,-0.00445533,190.7,185.7,165.5,24.1,22.7,170.2,35.7562,48.5861,9.25598E-005,-0.420429,0.861094,1123.02,28.5,25
24442,6/7/2016,10:22:26 AM,5479.1,4.05566,-235.572,0.499749,-0.00445533,193.8,185.2,165.5,24.1,22.8,170.2,35.7681,48.5695,9.25598E-005,-0.420429,0.860814,1123.02,28.5,25
24443,6/7/2016,10:22:37 AM,5482.19,4.05566,-235.572,0.499749,-0.00427139,193.4,184.7,165.5,24.2,22.8,170.2,35.7681,48.4864,9.25598E-005,-0.420429,0.861094,1123.02,28.4,25
24444,6/7/2016,10:22:47 AM,5483.12,5.2959,-246.756,0.499749,-0.00427139,191.2,184,165.5,24.1,22.9,170.2,35.7562,48.503,9.25598E-005,-0.420521,0.861187,1123.02,28.3,25
24445,6/7/2016,10:22:57 AM,5484.05,4.05566,-246.756,0.499749,-0.00445533,189.3,183.7,165.5,24.1,22.9,170.2,35.7681,48.503,9.25598E-005,-0.420613,0.860814,1122.1,28.2,25
24446,6/7/2016,10:23:07 AM,5484.98,4.05566,-246.756,0.499749,-0.00445533,187.7,184,165.5,24.1,23,170.2,35.7681,48.503,9.25598E-005,-0.420735,0.860907,1122.1,28.1,25
24447,6/7/2016,10:23:17 AM,5485.91,5.2959,-246.756,0.499749,-0.00427139,186.7,184.2,165.5,24.2,23,170.2,35.7681,48.5175,9.25598E-005,-0.420827,0.861094,1122.1,28,25
24448,6/7/2016,10:23:27 AM,5485.91,4.05566,-246.756,0.499749,-0.00427139,185.9,184.7,165.5,24.1,23.2,170.2,35.7681,48.5341,9.25598E-005,-0.420827,0.86128,1123.02,27.9,25
24449,6/7/2016,10:23:36 AM,5485.91,4.05566,-246.756,0.499749,-0.00427139,185.3,185.3,165.5,24.1,23.1,170.2,35.7562,48.5341,9.25598E-005,-0.420735,0.861,1045.51,27.8,25
24450,6/7/2016,10:23:47 AM,5485.91,4.05566,-246.756,0.499749,-0.00445533,184.8,186.1,165.5,24.2,23.1,170.2,35.7562,48.5487,9.25598E-005,-0.420735,0.861683,939.694,27.7,25
24451,6/7/2016,10:23:57 AM,5485.91,4.05566,-246.756,0.499749,-0.00427139,184.4,186.6,165.5,24.1,23.1,170.2,35.7681,48.5487,9.25598E-005,-0.420613,0.861683,857.257,27.6,25
24452,6/7/2016,10:24:07 AM,5485.91,4.05566,-235.572,0.499749,-0.00427139,184,186.8,165.5,24.1,23,170.2,35.7681,48.5695,9.25598E-005,-0.420521,0.861373,783.433,27.6,25
24453,6/7/2016,10:24:17 AM,5484.05,4.05566,-235.572,0.499749,-0.00445533,184.2,186.4,165.5,24.1,23,170.2,35.7681,48.5695,9.25598E-005,-0.420429,0.861559,719.145,27.6,25
24454,6/7/2016,10:24:27 AM,5481.26,4.05566,-235.572,0.499749,-0.00445533,188.2,185.9,165.5,24.1,23,170.2,35.7562,48.5695,9.25598E-005,-0.420429,0.861466,661.623,27.5,25
24455,6/7/2016,10:24:37 AM,5481.26,4.05566,-235.572,0.499749,-0.00427139,190.9,185.5,165.5,24.1,22.9,170.2,35.7681,48.503,9.25598E-005,-0.420338,0.862148,609.638,27.5,25
24456,6/7/2016,10:24:47 AM,5483.12,4.05566,-246.756,0.499749,-0.00445533,193.6,184.8,165.5,24.1,22.9,170.2,35.7681,48.3846,9.25598E-005,-0.420246,0.861962,562.575,27.4,25
24457,6/7/2016,10:24:57 AM,5484.05,4.05566,-246.756,0.499749,-0.00445533,195.9,184.4,165.5,24.1,22.9,170.2,35.7681,48.3535,9.25598E-005,-0.420246,0.861869,520.434,27.3,25
24458,6/7/2016,10:25:07 AM,5484.05,4.05566,-246.756,0.499749,-0.00445533,193.8,183.9,165.5,24.1,22.8,170.2,35.7681,48.3535,9.25598E-005,-0.420338,0.861962,483.214,27.3,25
24459,6/7/2016,10:25:17 AM,5485.91,4.05566,-246.756,0.499749,-0.00445533,191.4,183.4,165.5,24.1,22.8,170.1,35.7681,48.3535,9.25598E-005,-0.420521,0.86128,450.301,27.2,25
24460,6/7/2016,10:25:27 AM,5486.84,4.05566,-246.756,0.499749,-0.00445533,189.6,183.9,165.5,24.1,22.9,170.2,35.7562,48.368,9.25598E-005,-0.420735,0.861,416.772,27.2,25
24461,6/7/2016,10:25:37 AM,5486.84,4.05566,-246.756,0.499749,-0.00427139,187.9,184.2,165.5,24.1,22.8,170.2,35.7681,48.4054,9.25598E-005,-0.420827,0.861094,390.011,27.2,25
24462,6/7/2016,10:25:47 AM,5486.84,4.05566,-235.572,0.499749,-0.00445533,186.9,184.7,165.5,24.1,22.7,170.2,35.7562,48.4199,9.25598E-005,-0.42101,0.86128,367.864,27.1,25
24463,6/7/2016,10:25:57 AM,5486.84,4.05566,-235.572,0.499749,-0.00445533,186.3,185.6,165.5,24.1,22.8,170.2,35.7681,48.4511,9.25598E-005,-0.42101,0.861,343.871,27.1,25
24464,6/7/2016,10:26:08 AM,5486.84,4.05566,-246.756,0.499749,-0.00445533,185.5,186.3,165.5,24.1,22.7,170.2,35.7562,48.4719,9.25598E-005,-0.42101,0.861466,323.877,27,25
24465,6/7/2016,10:26:17 AM,5485.91,4.05566,-235.572,0.499749,-0.00427139,185.1,186.8,165.5,24.1,22.7,170.2,35.7681,48.4864,9.25598E-005,-0.420919,0.86128,304.498,27,25
