Seconds, Days, Fractional Density, Fit to Fractional Density,Fit to Volume Strain,Fit to Volume Strain Rate (1/sec),Confining Pressure (MPa), Pore Pressure (MPa),Terzaghi Pressure (MPa), Solid Pressure (MPa),Temperature (C))
2.129103e+04,2.464239e-01,8.711346e-01,8.707313e-01,1.709541e-01,5.146816e-07,1.389170e+01,-7.655586e-02,1.396826e+01,1.595800e+01,1.716000e+02
2.130103e+04,2.465397e-01,8.711346e-01,8.707357e-01,1.709592e-01,5.144351e-07,1.389144e+01,-7.655586e-02,1.396800e+01,1.595770e+01,1.716000e+02
2.131103e+04,2.466554e-01,8.711346e-01,8.707402e-01,1.709644e-01,5.141888e-07,1.389119e+01,-7.655586e-02,1.396774e+01,1.595741e+01,1.716000e+02
2.132103e+04,2.467712e-01,8.711346e-01,8.707447e-01,1.709695e-01,5.139427e-07,1.389093e+01,-7.655586e-02,1.396748e+01,1.595711e+01,1.716000e+02
2.133103e+04,2.468869e-01,8.711346e-01,8.707492e-01,1.709746e-01,5.136968e-07,1.389067e+01,-7.655586e-02,1.396723e+01,1.595682e+01,1.716000e+02
2.134103e+04,2.470027e-01,8.711346e-01,8.707536e-01,1.709798e-01,5.134511e-07,1.389041e+01,-7.655586e-02,1.396697e+01,1.595652e+01,1.716000e+02
2.135103e+04,2.471184e-01,8.711346e-01,8.707581e-01,1.709849e-01,5.132057e-07,1.389016e+01,-7.655586e-02,1.396671e+01,1.595623e+01,1.716000e+02
2.136103e+04,2.472341e-01,8.711346e-01,8.707626e-01,1.709900e-01,5.129604e-07,1.388990e+01,-7.655586e-02,1.396646e+01,1.595593e+01,1.716000e+02
2.137103e+04,2.473499e-01,8.711346e-01,8.707671e-01,1.709952e-01,5.127154e-07,1.388964e+01,-7.655586e-02,1.396620e+01,1.595564e+01,1.716000e+02
2.138103e+04,2.474656e-01,8.711346e-01,8.707715e-01,1.710003e-01,5.124706e-07,1.388939e+01,-7.655586e-02,1.396594e+01,1.595534e+01,1.716000e+02
2.139103e+04,2.475814e-01,8.711346e-01,8.707760e-01,1.710054e-01,5.122259e-07,1.388913e+01,-7.655586e-02,1.396569e+01,1.595505e+01,1.716000e+02
2.140103e+04,2.476971e-01,8.711346e-01,8.707804e-01,1.710105e-01,5.119815e-07,1.388887e+01,-7.655586e-02,1.396543e+01,1.595475e+01,1.716000e+02
2.141103e+04,2.478129e-01,8.711359e-01,8.707849e-01,1.710157e-01,5.117373e-07,1.388869e+01,-7.655586e-02,1.396525e+01,1.595452e+01,1.716011e+02
2.142103e+04,2.479286e-01,8.711405e-01,8.707894e-01,1.710208e-01,5.114933e-07,1.388869e+01,-7.655586e-02,1.396525e+01,1.595443e+01,1.716052e+02
2.143103e+04,2.480444e-01,8.711451e-01,8.707938e-01,1.710259e-01,5.112495e-07,1.388869e+01,-7.655586e-02,1.396525e+01,1.595435e+01,1.716092e+02
2.144103e+04,2.481601e-01,8.711497e-01,8.707983e-01,1.710310e-01,5.110059e-07,1.388869e+01,-7.655586e-02,1.396525e+01,1.595427e+01,1.716132e+02
2.145103e+04,2.482759e-01,8.711543e-01,8.708027e-01,1.710361e-01,5.107626e-07,1.388869e+01,-7.655586e-02,1.396525e+01,1.595418e+01,1.716172e+02
2.146103e+04,2.483916e-01,8.711590e-01,8.708072e-01,1.710412e-01,5.105194e-07,1.388869e+01,-7.655586e-02,1.396525e+01,1.595410e+01,1.716212e+02
2.147104e+04,2.485074e-01,8.711636e-01,8.708116e-01,1.710463e-01,5.102764e-07,1.388869e+01,-7.655586e-02,1.396525e+01,1.595401e+01,1.716253e+02
2.148104e+04,2.486231e-01,8.711682e-01,8.708160e-01,1.710514e-01,5.100337e-07,1.388869e+01,-7.655586e-02,1.396525e+01,1.595393e+01,1.716293e+02
2.149104e+04,2.487388e-01,8.711728e-01,8.708205e-01,1.710565e-01,5.097911e-07,1.388869e+01,-7.655586e-02,1.396525e+01,1.595384e+01,1.716333e+02
2.150104e+04,2.488546e-01,8.711774e-01,8.708249e-01,1.710616e-01,5.095488e-07,1.388869e+01,-7.655586e-02,1.396525e+01,1.595376e+01,1.716373e+02
2.151104e+04,2.489703e-01,8.711820e-01,8.708294e-01,1.710667e-01,5.093066e-07,1.388869e+01,-7.655586e-02,1.396525e+01,1.595367e+01,1.716413e+02
2.152104e+04,2.490861e-01,8.711866e-01,8.708338e-01,1.710718e-01,5.090647e-07,1.388869e+01,-7.655586e-02,1.396525e+01,1.595359e+01,1.716454e+02
2.153104e+04,2.492018e-01,8.711912e-01,8.708382e-01,1.710769e-01,5.088230e-07,1.388869e+01,-7.655586e-02,1.396525e+01,1.595350e+01,1.716494e+02
2.154104e+04,2.493176e-01,8.711958e-01,8.708427e-01,1.710820e-01,5.085815e-07,1.388869e+01,-7.655586e-02,1.396525e+01,1.595342e+01,1.716534e+02
2.155104e+04,2.494333e-01,8.712004e-01,8.708471e-01,1.710871e-01,5.083401e-07,1.388869e+01,-7.655586e-02,1.396525e+01,1.595333e+01,1.716574e+02
2.156104e+04,2.495491e-01,8.712050e-01,8.708515e-01,1.710921e-01,5.080990e-07,1.388869e+01,-7.655586e-02,1.396525e+01,1.595325e+01,1.716614e+02
2.157104e+04,2.496648e-01,8.712096e-01,8.708559e-01,1.710972e-01,5.078581e-07,1.388869e+01,-7.655586e-02,1.396525e+01,1.595316e+01,1.716654e+02
2.158104e+04,2.497806e-01,8.712142e-01,8.708604e-01,1.711023e-01,5.076174e-07,1.388869e+01,-7.655586e-02,1.396525e+01,1.595308e+01,1.716695e+02
2.159104e+04,2.498963e-01,8.712189e-01,8.708648e-01,1.711074e-01,5.073769e-07,1.388869e+01,-7.655586e-02,1.396525e+01,1.595299e+01,1.716735e+02
2.160104e+04,2.500121e-01,8.712235e-01,8.708692e-01,1.711125e-01,5.071366e-07,1.388869e+01,-7.655586e-02,1.396525e+01,1.595291e+01,1.716775e+02
2.161104e+04,2.501278e-01,8.712281e-01,8.708736e-01,1.711175e-01,5.068965e-07,1.388869e+01,-7.655586e-02,1.396525e+01,1.595282e+01,1.716815e+02
2.162104e+04,2.502435e-01,8.712327e-01,8.708780e-01,1.711226e-01,5.066566e-07,1.388869e+01,-7.655586e-02,1.396525e+01,1.595274e+01,1.716855e+02
2.163104e+04,2.503593e-01,8.712373e-01,8.708824e-01,1.711277e-01,5.064169e-07,1.388869e+01,-7.655586e-02,1.396525e+01,1.595265e+01,1.716896e+02
2.164104e+04,2.504750e-01,8.712419e-01,8.708868e-01,1.711327e-01,5.061774e-07,1.388869e+01,-7.655586e-02,1.396525e+01,1.595257e+01,1.716936e+02
2.165104e+04,2.505908e-01,8.712465e-01,8.708912e-01,1.711378e-01,5.059382e-07,1.388869e+01,-7.655586e-02,1.396525e+01,1.595248e+01,1.716976e+02
2.166104e+04,2.507065e-01,8.712579e-01,8.708957e-01,1.711428e-01,5.056991e-07,1.388859e+01,-7.655586e-02,1.396514e+01,1.595216e+01,1.716968e+02
2.167105e+04,2.508223e-01,8.712793e-01,8.709001e-01,1.711479e-01,5.054602e-07,1.388833e+01,-7.655586e-02,1.396489e+01,1.595147e+01,1.716888e+02
2.168105e+04,2.509380e-01,8.713007e-01,8.709045e-01,1.711529e-01,5.052215e-07,1.388808e+01,-7.655586e-02,1.396463e+01,1.595078e+01,1.716809e+02
2.169105e+04,2.510538e-01,8.713222e-01,8.709089e-01,1.711580e-01,5.049830e-07,1.388782e+01,-7.655586e-02,1.396438e+01,1.595010e+01,1.716729e+02
2.170105e+04,2.511695e-01,8.713436e-01,8.709133e-01,1.711630e-01,5.047447e-07,1.388757e+01,-7.655586e-02,1.396412e+01,1.594941e+01,1.716650e+02
2.171105e+04,2.512853e-01,8.713650e-01,8.709176e-01,1.711681e-01,5.045066e-07,1.388731e+01,-7.655586e-02,1.396387e+01,1.594872e+01,1.716570e+02
2.172105e+04,2.514010e-01,8.713865e-01,8.709220e-01,1.711731e-01,5.042688e-07,1.388706e+01,-7.655586e-02,1.396361e+01,1.594804e+01,1.716491e+02
2.173105e+04,2.515168e-01,8.714079e-01,8.709264e-01,1.711782e-01,5.040311e-07,1.388680e+01,-7.655586e-02,1.396336e+01,1.594735e+01,1.716411e+02
2.174105e+04,2.516325e-01,8.714294e-01,8.709308e-01,1.711832e-01,5.037936e-07,1.388655e+01,-7.655586e-02,1.396310e+01,1.594666e+01,1.716332e+02
2.175105e+04,2.517483e-01,8.714508e-01,8.709352e-01,1.711883e-01,5.035563e-07,1.388629e+01,-7.655586e-02,1.396285e+01,1.594597e+01,1.716252e+02
2.176105e+04,2.518640e-01,8.714722e-01,8.709396e-01,1.711933e-01,5.033192e-07,1.388604e+01,-7.655586e-02,1.396259e+01,1.594529e+01,1.716173e+02
2.177105e+04,2.519797e-01,8.714937e-01,8.709440e-01,1.711983e-01,5.030823e-07,1.388578e+01,-7.655586e-02,1.396234e+01,1.594460e+01,1.716093e+02
2.178105e+04,2.520955e-01,8.715151e-01,8.709484e-01,1.712034e-01,5.028457e-07,1.388553e+01,-7.655586e-02,1.396208e+01,1.594391e+01,1.716013e+02
2.179105e+04,2.522112e-01,8.715365e-01,8.709527e-01,1.712084e-01,5.026092e-07,1.388527e+01,-7.655586e-02,1.396183e+01,1.594323e+01,1.715934e+02
2.180105e+04,2.523270e-01,8.715580e-01,8.709571e-01,1.712134e-01,5.023729e-07,1.388502e+01,-7.655586e-02,1.396157e+01,1.594254e+01,1.715854e+02
2.181105e+04,2.524427e-01,8.715794e-01,8.709615e-01,1.712184e-01,5.021368e-07,1.388476e+01,-7.655586e-02,1.396132e+01,1.594185e+01,1.715775e+02
2.182105e+04,2.525585e-01,8.716008e-01,8.709659e-01,1.712234e-01,5.019009e-07,1.388451e+01,-7.655586e-02,1.396106e+01,1.594117e+01,1.715695e+02
2.183105e+04,2.526742e-01,8.716223e-01,8.709702e-01,1.712285e-01,5.016652e-07,1.388425e+01,-7.655586e-02,1.396081e+01,1.594048e+01,1.715616e+02
2.184105e+04,2.527900e-01,8.716437e-01,8.709746e-01,1.712335e-01,5.014297e-07,1.388400e+01,-7.655586e-02,1.396055e+01,1.593979e+01,1.715536e+02
2.185105e+04,2.529057e-01,8.716652e-01,8.709790e-01,1.712385e-01,5.011944e-07,1.388374e+01,-7.655586e-02,1.396030e+01,1.593911e+01,1.715457e+02
2.186105e+04,2.530215e-01,8.716866e-01,8.709833e-01,1.712435e-01,5.009593e-07,1.388348e+01,-7.655586e-02,1.396004e+01,1.593842e+01,1.715377e+02
2.187105e+04,2.531372e-01,8.717080e-01,8.709877e-01,1.712485e-01,5.007244e-07,1.388323e+01,-7.655586e-02,1.395979e+01,1.593773e+01,1.715297e+02
2.188106e+04,2.532530e-01,8.717295e-01,8.709921e-01,1.712535e-01,5.004896e-07,1.388297e+01,-7.655586e-02,1.395953e+01,1.593705e+01,1.715218e+02
2.189106e+04,2.533687e-01,8.717509e-01,8.709964e-01,1.712585e-01,5.002551e-07,1.388272e+01,-7.655586e-02,1.395928e+01,1.593636e+01,1.715138e+02
2.190106e+04,2.534844e-01,8.717723e-01,8.710008e-01,1.712635e-01,5.000208e-07,1.388246e+01,-7.655586e-02,1.395902e+01,1.593568e+01,1.715059e+02
2.191106e+04,2.536002e-01,8.717907e-01,8.710051e-01,1.712685e-01,4.997867e-07,1.388228e+01,-7.655586e-02,1.395883e+01,1.593512e+01,1.714990e+02
2.192106e+04,2.537159e-01,8.718006e-01,8.710095e-01,1.712735e-01,4.995527e-07,1.388228e+01,-7.655586e-02,1.395883e+01,1.593494e+01,1.714949e+02
2.193106e+04,2.538317e-01,8.718104e-01,8.710138e-01,1.712785e-01,4.993190e-07,1.388228e+01,-7.655586e-02,1.395883e+01,1.593476e+01,1.714909e+02
2.194106e+04,2.539474e-01,8.718202e-01,8.710182e-01,1.712835e-01,4.990855e-07,1.388228e+01,-7.655586e-02,1.395883e+01,1.593458e+01,1.714869e+02
2.195106e+04,2.540632e-01,8.718300e-01,8.710225e-01,1.712885e-01,4.988521e-07,1.388228e+01,-7.655586e-02,1.395883e+01,1.593440e+01,1.714829e+02
2.196106e+04,2.541789e-01,8.718399e-01,8.710269e-01,1.712935e-01,4.986189e-07,1.388228e+01,-7.655586e-02,1.395883e+01,1.593422e+01,1.714789e+02
2.197106e+04,2.542947e-01,8.718497e-01,8.710312e-01,1.712985e-01,4.983860e-07,1.388228e+01,-7.655586e-02,1.395883e+01,1.593404e+01,1.714748e+02
2.198106e+04,2.544104e-01,8.718595e-01,8.710355e-01,1.713035e-01,4.981532e-07,1.388228e+01,-7.655586e-02,1.395883e+01,1.593386e+01,1.714708e+02
2.199106e+04,2.545262e-01,8.718693e-01,8.710399e-01,1.713084e-01,4.979206e-07,1.388228e+01,-7.655586e-02,1.395883e+01,1.593368e+01,1.714668e+02
2.200106e+04,2.546419e-01,8.718791e-01,8.710442e-01,1.713134e-01,4.976882e-07,1.388228e+01,-7.655586e-02,1.395883e+01,1.593350e+01,1.714628e+02
2.201106e+04,2.547577e-01,8.718890e-01,8.710486e-01,1.713184e-01,4.974560e-07,1.388228e+01,-7.655586e-02,1.395883e+01,1.593332e+01,1.714588e+02
2.202106e+04,2.548734e-01,8.718988e-01,8.710529e-01,1.713234e-01,4.972240e-07,1.388228e+01,-7.655586e-02,1.395883e+01,1.593314e+01,1.714547e+02
2.203106e+04,2.549891e-01,8.719086e-01,8.710572e-01,1.713283e-01,4.969922e-07,1.388228e+01,-7.655586e-02,1.395883e+01,1.593296e+01,1.714507e+02
2.204106e+04,2.551049e-01,8.719184e-01,8.710615e-01,1.713333e-01,4.967606e-07,1.388228e+01,-7.655586e-02,1.395883e+01,1.593278e+01,1.714467e+02
2.205106e+04,2.552206e-01,8.719283e-01,8.710659e-01,1.713383e-01,4.965292e-07,1.388228e+01,-7.655586e-02,1.395883e+01,1.593260e+01,1.714427e+02
2.206106e+04,2.553364e-01,8.719381e-01,8.710702e-01,1.713432e-01,4.962980e-07,1.388228e+01,-7.655586e-02,1.395883e+01,1.593242e+01,1.714387e+02
2.207106e+04,2.554521e-01,8.719479e-01,8.710745e-01,1.713482e-01,4.960669e-07,1.388228e+01,-7.655586e-02,1.395883e+01,1.593223e+01,1.714346e+02
2.208106e+04,2.555679e-01,8.719577e-01,8.710788e-01,1.713532e-01,4.958361e-07,1.388228e+01,-7.655586e-02,1.395883e+01,1.593205e+01,1.714306e+02
2.209107e+04,2.556836e-01,8.719676e-01,8.710832e-01,1.713581e-01,4.956054e-07,1.388228e+01,-7.655586e-02,1.395883e+01,1.593187e+01,1.714266e+02
2.210107e+04,2.557994e-01,8.719774e-01,8.710875e-01,1.713631e-01,4.953749e-07,1.388228e+01,-7.655586e-02,1.395883e+01,1.593169e+01,1.714226e+02
2.211107e+04,2.559151e-01,8.719872e-01,8.710918e-01,1.713680e-01,4.951447e-07,1.388228e+01,-7.655586e-02,1.395883e+01,1.593151e+01,1.714186e+02
2.212107e+04,2.560309e-01,8.719970e-01,8.710961e-01,1.713730e-01,4.949146e-07,1.388228e+01,-7.655586e-02,1.395883e+01,1.593133e+01,1.714146e+02
2.213107e+04,2.561466e-01,8.720068e-01,8.711004e-01,1.713779e-01,4.946847e-07,1.388228e+01,-7.655586e-02,1.395883e+01,1.593115e+01,1.714105e+02
2.214107e+04,2.562624e-01,8.720167e-01,8.711047e-01,1.713829e-01,4.944550e-07,1.388228e+01,-7.655586e-02,1.395883e+01,1.593097e+01,1.714065e+02
2.215107e+04,2.563781e-01,8.720265e-01,8.711090e-01,1.713878e-01,4.942254e-07,1.388228e+01,-7.655586e-02,1.395883e+01,1.593079e+01,1.714025e+02
2.216107e+04,2.564939e-01,8.720269e-01,8.711133e-01,1.713928e-01,4.939961e-07,1.388237e+01,-7.645962e-02,1.395883e+01,1.593088e+01,1.714030e+02
2.217107e+04,2.566096e-01,8.720120e-01,8.711176e-01,1.713977e-01,4.937670e-07,1.388263e+01,-7.620558e-02,1.395883e+01,1.593141e+01,1.714110e+02
2.218107e+04,2.567253e-01,8.719970e-01,8.711219e-01,1.714026e-01,4.935380e-07,1.388288e+01,-7.595155e-02,1.395884e+01,1.593194e+01,1.714190e+02
2.219107e+04,2.568411e-01,8.719820e-01,8.711262e-01,1.714076e-01,4.933093e-07,1.388314e+01,-7.569751e-02,1.395884e+01,1.593247e+01,1.714270e+02
2.220107e+04,2.569568e-01,8.719671e-01,8.711305e-01,1.714125e-01,4.930807e-07,1.388340e+01,-7.544347e-02,1.395884e+01,1.593301e+01,1.714350e+02
2.221107e+04,2.570726e-01,8.719521e-01,8.711348e-01,1.714174e-01,4.928523e-07,1.388365e+01,-7.518944e-02,1.395884e+01,1.593354e+01,1.714429e+02
2.222107e+04,2.571883e-01,8.719371e-01,8.711391e-01,1.714224e-01,4.926241e-07,1.388391e+01,-7.493540e-02,1.395884e+01,1.593407e+01,1.714509e+02
2.223107e+04,2.573041e-01,8.719222e-01,8.711434e-01,1.714273e-01,4.923961e-07,1.388416e+01,-7.468136e-02,1.395885e+01,1.593460e+01,1.714589e+02
2.224107e+04,2.574198e-01,8.719072e-01,8.711477e-01,1.714322e-01,4.921682e-07,1.388442e+01,-7.442733e-02,1.395885e+01,1.593513e+01,1.714669e+02
2.225107e+04,2.575356e-01,8.718922e-01,8.711520e-01,1.714371e-01,4.919406e-07,1.388468e+01,-7.417329e-02,1.395885e+01,1.593566e+01,1.714749e+02
2.226107e+04,2.576513e-01,8.718773e-01,8.711563e-01,1.714420e-01,4.917131e-07,1.388493e+01,-7.391926e-02,1.395885e+01,1.593619e+01,1.714828e+02
2.227107e+04,2.577671e-01,8.718623e-01,8.711605e-01,1.714470e-01,4.914859e-07,1.388519e+01,-7.366522e-02,1.395885e+01,1.593672e+01,1.714908e+02
2.228107e+04,2.578828e-01,8.718473e-01,8.711648e-01,1.714519e-01,4.912588e-07,1.388544e+01,-7.341118e-02,1.395886e+01,1.593725e+01,1.714988e+02
2.229107e+04,2.579986e-01,8.718324e-01,8.711691e-01,1.714568e-01,4.910319e-07,1.388570e+01,-7.315715e-02,1.395886e+01,1.593779e+01,1.715068e+02
2.230108e+04,2.581143e-01,8.718174e-01,8.711734e-01,1.714617e-01,4.908052e-07,1.388596e+01,-7.290311e-02,1.395886e+01,1.593832e+01,1.715148e+02
2.231108e+04,2.582300e-01,8.718024e-01,8.711777e-01,1.714666e-01,4.905787e-07,1.388621e+01,-7.264907e-02,1.395886e+01,1.593885e+01,1.715228e+02
2.232108e+04,2.583458e-01,8.717875e-01,8.711819e-01,1.714715e-01,4.903523e-07,1.388647e+01,-7.239504e-02,1.395886e+01,1.593938e+01,1.715307e+02
2.233108e+04,2.584615e-01,8.717725e-01,8.711862e-01,1.714764e-01,4.901262e-07,1.388672e+01,-7.214100e-02,1.395887e+01,1.593991e+01,1.715387e+02
2.234108e+04,2.585773e-01,8.717575e-01,8.711905e-01,1.714813e-01,4.899002e-07,1.388698e+01,-7.188697e-02,1.395887e+01,1.594044e+01,1.715467e+02
2.235108e+04,2.586930e-01,8.717425e-01,8.711947e-01,1.714862e-01,4.896744e-07,1.388724e+01,-7.163293e-02,1.395887e+01,1.594097e+01,1.715547e+02
2.236108e+04,2.588088e-01,8.717276e-01,8.711990e-01,1.714911e-01,4.894488e-07,1.388749e+01,-7.137889e-02,1.395887e+01,1.594150e+01,1.715627e+02
2.237108e+04,2.589245e-01,8.717126e-01,8.712033e-01,1.714960e-01,4.892234e-07,1.388775e+01,-7.112486e-02,1.395887e+01,1.594204e+01,1.715707e+02
2.238108e+04,2.590403e-01,8.716976e-01,8.712075e-01,1.715009e-01,4.889982e-07,1.388800e+01,-7.087082e-02,1.395888e+01,1.594257e+01,1.715786e+02
2.239108e+04,2.591560e-01,8.716827e-01,8.712118e-01,1.715058e-01,4.887731e-07,1.388826e+01,-7.061678e-02,1.395888e+01,1.594310e+01,1.715866e+02
2.240108e+04,2.592718e-01,8.716677e-01,8.712160e-01,1.715107e-01,4.885482e-07,1.388852e+01,-7.036275e-02,1.395888e+01,1.594363e+01,1.715946e+02
2.241108e+04,2.593875e-01,8.716593e-01,8.712203e-01,1.715155e-01,4.883236e-07,1.388861e+01,-7.027336e-02,1.395888e+01,1.594387e+01,1.716000e+02
2.242108e+04,2.595033e-01,8.716645e-01,8.712246e-01,1.715204e-01,4.880991e-07,1.388835e+01,-7.052739e-02,1.395888e+01,1.594352e+01,1.716000e+02
2.243108e+04,2.596190e-01,8.716697e-01,8.712288e-01,1.715253e-01,4.878747e-07,1.388809e+01,-7.078143e-02,1.395888e+01,1.594317e+01,1.716000e+02
2.244108e+04,2.597347e-01,8.716749e-01,8.712331e-01,1.715302e-01,4.876506e-07,1.388784e+01,-7.103547e-02,1.395887e+01,1.594282e+01,1.716000e+02
2.245108e+04,2.598505e-01,8.716801e-01,8.712373e-01,1.715351e-01,4.874266e-07,1.388758e+01,-7.128950e-02,1.395887e+01,1.594247e+01,1.716000e+02
2.246108e+04,2.599662e-01,8.716853e-01,8.712416e-01,1.715399e-01,4.872029e-07,1.388733e+01,-7.154354e-02,1.395887e+01,1.594211e+01,1.716000e+02
2.247108e+04,2.600820e-01,8.716906e-01,8.712458e-01,1.715448e-01,4.869793e-07,1.388707e+01,-7.179758e-02,1.395887e+01,1.594176e+01,1.716000e+02
2.248108e+04,2.601977e-01,8.716958e-01,8.712500e-01,1.715497e-01,4.867559e-07,1.388681e+01,-7.205161e-02,1.395887e+01,1.594141e+01,1.716000e+02
2.249108e+04,2.603135e-01,8.717010e-01,8.712543e-01,1.715545e-01,4.865327e-07,1.388656e+01,-7.230565e-02,1.395886e+01,1.594106e+01,1.716000e+02
2.250109e+04,2.604292e-01,8.717062e-01,8.712585e-01,1.715594e-01,4.863096e-07,1.388630e+01,-7.255969e-02,1.395886e+01,1.594071e+01,1.716000e+02
2.251109e+04,2.605450e-01,8.717114e-01,8.712628e-01,1.715643e-01,4.860867e-07,1.388605e+01,-7.281372e-02,1.395886e+01,1.594035e+01,1.716000e+02
2.252109e+04,2.606607e-01,8.717166e-01,8.712670e-01,1.715691e-01,4.858641e-07,1.388579e+01,-7.306776e-02,1.395886e+01,1.594000e+01,1.716000e+02
2.253109e+04,2.607765e-01,8.717218e-01,8.712712e-01,1.715740e-01,4.856416e-07,1.388553e+01,-7.332179e-02,1.395886e+01,1.593965e+01,1.716000e+02
2.254109e+04,2.608922e-01,8.717270e-01,8.712754e-01,1.715788e-01,4.854192e-07,1.388528e+01,-7.357583e-02,1.395885e+01,1.593930e+01,1.716000e+02
2.255109e+04,2.610080e-01,8.717322e-01,8.712797e-01,1.715837e-01,4.851971e-07,1.388502e+01,-7.382987e-02,1.395885e+01,1.593895e+01,1.716000e+02
2.256109e+04,2.611237e-01,8.717375e-01,8.712839e-01,1.715885e-01,4.849751e-07,1.388477e+01,-7.408390e-02,1.395885e+01,1.593859e+01,1.716000e+02
2.257109e+04,2.612395e-01,8.717427e-01,8.712881e-01,1.715934e-01,4.847533e-07,1.388451e+01,-7.433794e-02,1.395885e+01,1.593824e+01,1.716000e+02
2.258109e+04,2.613552e-01,8.717479e-01,8.712924e-01,1.715982e-01,4.845317e-07,1.388425e+01,-7.459198e-02,1.395885e+01,1.593789e+01,1.716000e+02
2.259109e+04,2.614709e-01,8.717531e-01,8.712966e-01,1.716031e-01,4.843103e-07,1.388400e+01,-7.484601e-02,1.395884e+01,1.593754e+01,1.716000e+02
2.260109e+04,2.615867e-01,8.717583e-01,8.713008e-01,1.716079e-01,4.840891e-07,1.388374e+01,-7.510005e-02,1.395884e+01,1.593719e+01,1.716000e+02
2.261109e+04,2.617024e-01,8.717635e-01,8.713050e-01,1.716128e-01,4.838680e-07,1.388349e+01,-7.535408e-02,1.395884e+01,1.593683e+01,1.716000e+02
2.262109e+04,2.618182e-01,8.717687e-01,8.713092e-01,1.716176e-01,4.836471e-07,1.388323e+01,-7.560812e-02,1.395884e+01,1.593648e+01,1.716000e+02
2.263109e+04,2.619339e-01,8.717739e-01,8.713134e-01,1.716224e-01,4.834264e-07,1.388297e+01,-7.586216e-02,1.395884e+01,1.593613e+01,1.716000e+02
2.264109e+04,2.620497e-01,8.717792e-01,8.713176e-01,1.716273e-01,4.832058e-07,1.388272e+01,-7.611619e-02,1.395884e+01,1.593578e+01,1.716000e+02
2.265109e+04,2.621654e-01,8.717844e-01,8.713219e-01,1.716321e-01,4.829855e-07,1.388246e+01,-7.637023e-02,1.395883e+01,1.593543e+01,1.716000e+02
2.266109e+04,2.622812e-01,8.717868e-01,8.713261e-01,1.716369e-01,4.827653e-07,1.388241e+01,-7.655586e-02,1.395897e+01,1.593535e+01,1.716011e+02
2.267109e+04,2.623969e-01,8.717815e-01,8.713303e-01,1.716418e-01,4.825453e-07,1.388293e+01,-7.655586e-02,1.395948e+01,1.593604e+01,1.716051e+02
2.268109e+04,2.625127e-01,8.717763e-01,8.713345e-01,1.716466e-01,4.823255e-07,1.388344e+01,-7.655586e-02,1.396000e+01,1.593672e+01,1.716091e+02
2.269109e+04,2.626284e-01,8.717711e-01,8.713387e-01,1.716514e-01,4.821058e-07,1.388396e+01,-7.655586e-02,1.396051e+01,1.593741e+01,1.716131e+02
2.270109e+04,2.627442e-01,8.717658e-01,8.713429e-01,1.716562e-01,4.818864e-07,1.388447e+01,-7.655586e-02,1.396103e+01,1.593809e+01,1.716171e+02
2.271110e+04,2.628599e-01,8.717606e-01,8.713471e-01,1.716610e-01,4.816671e-07,1.388498e+01,-7.655586e-02,1.396154e+01,1.593878e+01,1.716211e+02
2.272110e+04,2.629756e-01,8.717554e-01,8.713513e-01,1.716659e-01,4.814479e-07,1.388550e+01,-7.655586e-02,1.396205e+01,1.593947e+01,1.716251e+02
2.273110e+04,2.630914e-01,8.717502e-01,8.713555e-01,1.716707e-01,4.812290e-07,1.388601e+01,-7.655586e-02,1.396257e+01,1.594015e+01,1.716291e+02
2.274110e+04,2.632071e-01,8.717449e-01,8.713597e-01,1.716755e-01,4.810102e-07,1.388652e+01,-7.655586e-02,1.396308e+01,1.594084e+01,1.716331e+02
2.275110e+04,2.633229e-01,8.717397e-01,8.713638e-01,1.716803e-01,4.807916e-07,1.388704e+01,-7.655586e-02,1.396359e+01,1.594152e+01,1.716371e+02
2.276110e+04,2.634386e-01,8.717345e-01,8.713680e-01,1.716851e-01,4.805732e-07,1.388755e+01,-7.655586e-02,1.396411e+01,1.594221e+01,1.716411e+02
2.277110e+04,2.635544e-01,8.717292e-01,8.713722e-01,1.716899e-01,4.803550e-07,1.388807e+01,-7.655586e-02,1.396462e+01,1.594289e+01,1.716451e+02
2.278110e+04,2.636701e-01,8.717240e-01,8.713764e-01,1.716947e-01,4.801369e-07,1.388858e+01,-7.655586e-02,1.396514e+01,1.594358e+01,1.716491e+02
2.279110e+04,2.637859e-01,8.717188e-01,8.713806e-01,1.716995e-01,4.799190e-07,1.388909e+01,-7.655586e-02,1.396565e+01,1.594426e+01,1.716531e+02
2.280110e+04,2.639016e-01,8.717136e-01,8.713848e-01,1.717043e-01,4.797013e-07,1.388961e+01,-7.655586e-02,1.396616e+01,1.594495e+01,1.716571e+02
2.281110e+04,2.640174e-01,8.717083e-01,8.713890e-01,1.717091e-01,4.794838e-07,1.389012e+01,-7.655586e-02,1.396668e+01,1.594563e+01,1.716612e+02
2.282110e+04,2.641331e-01,8.717031e-01,8.713931e-01,1.717139e-01,4.792664e-07,1.389063e+01,-7.655586e-02,1.396719e+01,1.594632e+01,1.716652e+02
2.283110e+04,2.642489e-01,8.716979e-01,8.713973e-01,1.717187e-01,4.790492e-07,1.389115e+01,-7.655586e-02,1.396770e+01,1.594701e+01,1.716692e+02
2.284110e+04,2.643646e-01,8.716926e-01,8.714015e-01,1.717235e-01,4.788322e-07,1.389166e+01,-7.655586e-02,1.396822e+01,1.594769e+01,1.716732e+02
