Seconds, Days, Fractional Density, Fit to Fractional Density,Fit to Volume Strain,Fit to Volume Strain Rate (1/sec),Confining Pressure (MPa), Pore Pressure (MPa),Terzaghi Pressure (MPa), Solid Pressure (MPa),Temperature (C))
1.550075e+03,1.794068e-02,8.466995e-01,8.474969e-01,1.439079e-01,7.520277e-06,1.388869e+01,-8.099413e-02,1.396968e+01,1.641799e+01,1.708000e+02
1.560075e+03,1.805643e-02,8.468600e-01,8.475603e-01,1.439826e-01,7.433876e-06,1.388869e+01,-7.805580e-02,1.396675e+01,1.641433e+01,1.708000e+02
1.570076e+03,1.817217e-02,8.470207e-01,8.476229e-01,1.440566e-01,7.349684e-06,1.388869e+01,-8.144313e-02,1.397013e+01,1.641182e+01,1.707232e+02
1.580076e+03,1.828792e-02,8.470797e-01,8.476849e-01,1.441296e-01,7.267625e-06,1.388356e+01,-7.274593e-02,1.395631e+01,1.640305e+01,1.707799e+02
1.590077e+03,1.840367e-02,8.471083e-01,8.477462e-01,1.442019e-01,7.187623e-06,1.388228e+01,-7.019103e-02,1.395247e+01,1.640051e+01,1.708000e+02
1.600077e+03,1.851941e-02,8.471147e-01,8.478068e-01,1.442734e-01,7.109607e-06,1.388228e+01,-7.019103e-02,1.395247e+01,1.640038e+01,1.708000e+02
1.610078e+03,1.863516e-02,8.470915e-01,8.478667e-01,1.443441e-01,7.033508e-06,1.388228e+01,-7.019103e-02,1.395247e+01,1.640084e+01,1.708000e+02
1.620078e+03,1.875090e-02,8.470652e-01,8.479260e-01,1.444141e-01,6.959263e-06,1.388676e+01,-7.019103e-02,1.395695e+01,1.640664e+01,1.708000e+02
1.630079e+03,1.886665e-02,8.471910e-01,8.479847e-01,1.444833e-01,6.886806e-06,1.388377e+01,-7.019103e-02,1.395396e+01,1.640067e+01,1.707233e+02
1.640079e+03,1.898240e-02,8.472089e-01,8.480428e-01,1.445518e-01,6.816079e-06,1.388721e+01,-7.019103e-02,1.395741e+01,1.640438e+01,1.707770e+02
1.650080e+03,1.909814e-02,8.473029e-01,8.481003e-01,1.446196e-01,6.747023e-06,1.388869e+01,-7.529118e-02,1.396398e+01,1.640522e+01,1.708000e+02
1.660080e+03,1.921389e-02,8.474194e-01,8.481573e-01,1.446868e-01,6.679584e-06,1.388869e+01,-7.157594e-02,1.396027e+01,1.640228e+01,1.708000e+02
1.670081e+03,1.932964e-02,8.475155e-01,8.482137e-01,1.447532e-01,6.613707e-06,1.388869e+01,-7.019103e-02,1.395888e+01,1.640016e+01,1.708000e+02
1.680081e+03,1.944538e-02,8.475626e-01,8.482695e-01,1.448190e-01,6.549342e-06,1.388359e+01,-7.019103e-02,1.395378e+01,1.639323e+01,1.708000e+02
1.690082e+03,1.956113e-02,8.475707e-01,8.483248e-01,1.448842e-01,6.486439e-06,1.388677e+01,-7.465271e-02,1.396142e+01,1.639763e+01,1.708701e+02
1.700082e+03,1.967687e-02,8.475709e-01,8.483795e-01,1.449488e-01,6.424952e-06,1.388869e+01,-7.655586e-02,1.396525e+01,1.640023e+01,1.709000e+02
1.710082e+03,1.979262e-02,8.475490e-01,8.484338e-01,1.450127e-01,6.364835e-06,1.388387e+01,-7.177523e-02,1.395565e+01,1.639411e+01,1.709000e+02
1.720083e+03,1.990837e-02,8.475650e-01,8.484876e-01,1.450761e-01,6.306045e-06,1.388228e+01,-7.019103e-02,1.395247e+01,1.639163e+01,1.709000e+02
1.730083e+03,2.002411e-02,8.476154e-01,8.485408e-01,1.451389e-01,6.248540e-06,1.388228e+01,-7.019103e-02,1.395247e+01,1.639065e+01,1.709000e+02
1.740084e+03,2.013986e-02,8.476788e-01,8.485936e-01,1.452011e-01,6.192279e-06,1.388708e+01,-7.495724e-02,1.396204e+01,1.639595e+01,1.709000e+02
1.750084e+03,2.025561e-02,8.477642e-01,8.486459e-01,1.452627e-01,6.137224e-06,1.388370e+01,-7.160250e-02,1.395530e+01,1.638970e+01,1.709000e+02
1.760085e+03,2.037135e-02,8.478040e-01,8.486978e-01,1.453238e-01,6.083338e-06,1.388228e+01,-7.466369e-02,1.395694e+01,1.638780e+01,1.709000e+02
1.770085e+03,2.048710e-02,8.478325e-01,8.487492e-01,1.453844e-01,6.030585e-06,1.388228e+01,-7.655586e-02,1.395883e+01,1.638758e+01,1.709000e+02
1.780086e+03,2.060285e-02,8.478816e-01,8.488001e-01,1.454444e-01,5.978930e-06,1.388228e+01,-7.655586e-02,1.395883e+01,1.638663e+01,1.709000e+02
1.790086e+03,2.071859e-02,8.479918e-01,8.488507e-01,1.455040e-01,5.928341e-06,1.388732e+01,-7.655586e-02,1.396387e+01,1.639043e+01,1.709000e+02
1.800087e+03,2.083434e-02,8.480468e-01,8.489008e-01,1.455630e-01,5.878785e-06,1.388869e+01,-7.655586e-02,1.396525e+01,1.639098e+01,1.709000e+02
1.810087e+03,2.095008e-02,8.480984e-01,8.489505e-01,1.456215e-01,5.830231e-06,1.388869e+01,-7.655586e-02,1.396525e+01,1.638998e+01,1.709000e+02
1.820088e+03,2.106583e-02,8.481810e-01,8.489998e-01,1.456796e-01,5.782651e-06,1.389369e+01,-7.655586e-02,1.397025e+01,1.639428e+01,1.709000e+02
1.830088e+03,2.118158e-02,8.483200e-01,8.490487e-01,1.457372e-01,5.736015e-06,1.389510e+01,-7.655586e-02,1.397166e+01,1.639324e+01,1.709000e+02
1.840089e+03,2.129732e-02,8.483567e-01,8.490972e-01,1.457943e-01,5.690295e-06,1.389510e+01,-7.655586e-02,1.397166e+01,1.639253e+01,1.709728e+02
1.850089e+03,2.141307e-02,8.483769e-01,8.491453e-01,1.458510e-01,5.645466e-06,1.389066e+01,-7.655586e-02,1.396722e+01,1.638690e+01,1.710000e+02
1.860090e+03,2.152882e-02,8.483857e-01,8.491931e-01,1.459073e-01,5.601502e-06,1.388869e+01,-7.655586e-02,1.396525e+01,1.638441e+01,1.710000e+02
1.870090e+03,2.164456e-02,8.484292e-01,8.492405e-01,1.459631e-01,5.558378e-06,1.388869e+01,-7.655586e-02,1.396525e+01,1.638356e+01,1.710000e+02
1.880091e+03,2.176031e-02,8.484509e-01,8.492875e-01,1.460184e-01,5.516070e-06,1.388869e+01,-8.134430e-02,1.397003e+01,1.638400e+01,1.710000e+02
1.890091e+03,2.187605e-02,8.484752e-01,8.493342e-01,1.460734e-01,5.474555e-06,1.388869e+01,-7.794092e-02,1.396663e+01,1.638292e+01,1.710000e+02
1.900092e+03,2.199180e-02,8.484289e-01,8.493805e-01,1.461279e-01,5.433812e-06,1.388378e+01,-7.655586e-02,1.396034e+01,1.637779e+01,1.710000e+02
1.910092e+03,2.210755e-02,8.484844e-01,8.494265e-01,1.461821e-01,5.393819e-06,1.388228e+01,-7.655586e-02,1.395883e+01,1.637493e+01,1.710000e+02
1.920093e+03,2.222329e-02,8.485318e-01,8.494721e-01,1.462358e-01,5.354554e-06,1.388673e+01,-7.655586e-02,1.396328e+01,1.637926e+01,1.710000e+02
1.930093e+03,2.233904e-02,8.486442e-01,8.495175e-01,1.462892e-01,5.315999e-06,1.388447e+01,-7.655586e-02,1.396102e+01,1.637441e+01,1.710000e+02
1.940094e+03,2.245479e-02,8.487370e-01,8.495625e-01,1.463421e-01,5.278134e-06,1.388664e+01,-7.222856e-02,1.395887e+01,1.637440e+01,1.710000e+02
1.950094e+03,2.257053e-02,8.488196e-01,8.496071e-01,1.463947e-01,5.240941e-06,1.388869e+01,-7.019103e-02,1.395888e+01,1.637486e+01,1.710000e+02
1.960095e+03,2.268628e-02,8.489576e-01,8.496515e-01,1.464470e-01,5.204400e-06,1.388869e+01,-7.019103e-02,1.395888e+01,1.637219e+01,1.710000e+02
1.970095e+03,2.280203e-02,8.489891e-01,8.496956e-01,1.464988e-01,5.168496e-06,1.388869e+01,-7.019103e-02,1.395888e+01,1.637158e+01,1.710000e+02
1.980095e+03,2.291777e-02,8.489743e-01,8.497394e-01,1.465503e-01,5.133211e-06,1.388869e+01,-7.019103e-02,1.395888e+01,1.637186e+01,1.710000e+02
1.990096e+03,2.303352e-02,8.489011e-01,8.497828e-01,1.466015e-01,5.098529e-06,1.388423e+01,-7.019103e-02,1.395442e+01,1.636802e+01,1.710000e+02
2.000096e+03,2.314926e-02,8.488903e-01,8.498260e-01,1.466523e-01,5.064435e-06,1.388651e+01,-7.439524e-02,1.396091e+01,1.637167e+01,1.710000e+02
2.010097e+03,2.326501e-02,8.489868e-01,8.498689e-01,1.467028e-01,5.030913e-06,1.388869e+01,-7.221558e-02,1.396091e+01,1.637198e+01,1.710000e+02
2.020097e+03,2.338076e-02,8.491135e-01,8.499115e-01,1.467529e-01,4.997948e-06,1.388398e+01,-7.019103e-02,1.395417e+01,1.636362e+01,1.710000e+02
2.030098e+03,2.349650e-02,8.491446e-01,8.499539e-01,1.468027e-01,4.965526e-06,1.388732e+01,-7.019103e-02,1.395751e+01,1.636695e+01,1.710000e+02
2.040098e+03,2.361225e-02,8.491750e-01,8.499959e-01,1.468522e-01,4.933634e-06,1.388376e+01,-7.019103e-02,1.395395e+01,1.636217e+01,1.710000e+02
2.050099e+03,2.372800e-02,8.492266e-01,8.500377e-01,1.469014e-01,4.902259e-06,1.388698e+01,-7.019103e-02,1.395717e+01,1.636496e+01,1.710000e+02
2.060099e+03,2.384374e-02,8.492147e-01,8.500793e-01,1.469503e-01,4.871386e-06,1.388421e+01,-7.463275e-02,1.395885e+01,1.636273e+01,1.710000e+02
2.070100e+03,2.395949e-02,8.492483e-01,8.501206e-01,1.469989e-01,4.841005e-06,1.388652e+01,-7.655586e-02,1.396308e+01,1.636514e+01,1.710000e+02
2.080100e+03,2.407524e-02,8.492241e-01,8.501616e-01,1.470471e-01,4.811102e-06,1.388869e+01,-7.655586e-02,1.396525e+01,1.636816e+01,1.710000e+02
2.090101e+03,2.419098e-02,8.492020e-01,8.502024e-01,1.470951e-01,4.781667e-06,1.388436e+01,-7.655586e-02,1.396092e+01,1.636349e+01,1.710000e+02
2.100101e+03,2.430673e-02,8.493222e-01,8.502429e-01,1.471428e-01,4.752687e-06,1.388228e+01,-7.655586e-02,1.395883e+01,1.635870e+01,1.710000e+02
2.110102e+03,2.442247e-02,8.494036e-01,8.502832e-01,1.471901e-01,4.724152e-06,1.388722e+01,-7.655586e-02,1.396377e+01,1.636295e+01,1.710000e+02
2.120102e+03,2.453822e-02,8.494641e-01,8.503233e-01,1.472372e-01,4.696051e-06,1.388355e+01,-7.145125e-02,1.395500e+01,1.635655e+01,1.710000e+02
2.130103e+03,2.465397e-02,8.495394e-01,8.503631e-01,1.472841e-01,4.668374e-06,1.388228e+01,-7.019103e-02,1.395247e+01,1.635338e+01,1.710000e+02
2.140103e+03,2.476971e-02,8.495698e-01,8.504027e-01,1.473306e-01,4.641111e-06,1.388228e+01,-7.019103e-02,1.395247e+01,1.635279e+01,1.710000e+02
2.150104e+03,2.488546e-02,8.495325e-01,8.504420e-01,1.473769e-01,4.614252e-06,1.388228e+01,-7.455727e-02,1.395683e+01,1.635428e+01,1.710000e+02
2.160104e+03,2.500121e-02,8.494879e-01,8.504811e-01,1.474229e-01,4.587787e-06,1.388662e+01,-7.655586e-02,1.396317e+01,1.636061e+01,1.710000e+02
2.170105e+03,2.511695e-02,8.495022e-01,8.505200e-01,1.474687e-01,4.561709e-06,1.388869e+01,-7.655586e-02,1.396525e+01,1.636277e+01,1.710000e+02
2.180105e+03,2.523270e-02,8.495794e-01,8.505587e-01,1.475141e-01,4.536006e-06,1.388387e+01,-7.177077e-02,1.395564e+01,1.635476e+01,1.709248e+02
2.190106e+03,2.534844e-02,8.496484e-01,8.505972e-01,1.475594e-01,4.510672e-06,1.388743e+01,-7.530863e-02,1.396274e+01,1.635824e+01,1.709000e+02
2.200106e+03,2.546419e-02,8.497235e-01,8.506355e-01,1.476044e-01,4.485698e-06,1.388869e+01,-7.655586e-02,1.396525e+01,1.635849e+01,1.709000e+02
2.210107e+03,2.557994e-02,8.497936e-01,8.506735e-01,1.476491e-01,4.461076e-06,1.388869e+01,-7.655586e-02,1.396525e+01,1.635714e+01,1.709000e+02
2.220107e+03,2.569568e-02,8.498569e-01,8.507114e-01,1.476936e-01,4.436797e-06,1.388869e+01,-7.655586e-02,1.396525e+01,1.635591e+01,1.709000e+02
2.230108e+03,2.581143e-02,8.498951e-01,8.507490e-01,1.477378e-01,4.412854e-06,1.388869e+01,-7.655586e-02,1.396525e+01,1.635517e+01,1.709000e+02
2.240108e+03,2.592718e-02,8.499248e-01,8.507865e-01,1.477818e-01,4.389241e-06,1.388419e+01,-7.209028e-02,1.395628e+01,1.634852e+01,1.709000e+02
2.250109e+03,2.604292e-02,8.499131e-01,8.508237e-01,1.478256e-01,4.365948e-06,1.388228e+01,-7.458927e-02,1.395687e+01,1.634693e+01,1.709000e+02
2.260109e+03,2.615867e-02,8.499045e-01,8.508608e-01,1.478692e-01,4.342971e-06,1.388228e+01,-7.154872e-02,1.395382e+01,1.634656e+01,1.709000e+02
2.270109e+03,2.627442e-02,8.499966e-01,8.508976e-01,1.479125e-01,4.320301e-06,1.388228e+01,-7.481362e-02,1.395709e+01,1.634536e+01,1.709000e+02
2.280110e+03,2.639016e-02,8.500308e-01,8.509343e-01,1.479556e-01,4.297932e-06,1.388228e+01,-7.655586e-02,1.395883e+01,1.634500e+01,1.708332e+02
2.290110e+03,2.650591e-02,8.500710e-01,8.509708e-01,1.479985e-01,4.275858e-06,1.388670e+01,-7.655586e-02,1.396326e+01,1.634943e+01,1.708000e+02
2.300111e+03,2.662165e-02,8.501487e-01,8.510071e-01,1.480411e-01,4.254073e-06,1.388869e+01,-7.655586e-02,1.396525e+01,1.635027e+01,1.708000e+02
2.310111e+03,2.673740e-02,8.502383e-01,8.510432e-01,1.480835e-01,4.232570e-06,1.388869e+01,-7.655586e-02,1.396525e+01,1.634854e+01,1.708704e+02
2.320112e+03,2.685315e-02,8.503253e-01,8.510791e-01,1.481258e-01,4.211343e-06,1.389758e+01,-7.214573e-02,1.396972e+01,1.635653e+01,1.709000e+02
2.330112e+03,2.696889e-02,8.503519e-01,8.511149e-01,1.481678e-01,4.190387e-06,1.390152e+01,-7.521245e-02,1.397673e+01,1.636119e+01,1.709000e+02
2.340113e+03,2.708464e-02,8.503587e-01,8.511504e-01,1.482096e-01,4.169697e-06,1.389685e+01,-7.655586e-02,1.397340e+01,1.635581e+01,1.709000e+02
2.350113e+03,2.720039e-02,8.503549e-01,8.511858e-01,1.482512e-01,4.149266e-06,1.389940e+01,-7.229218e-02,1.397169e+01,1.635813e+01,1.709000e+02
2.360114e+03,2.731613e-02,8.503518e-01,8.512211e-01,1.482926e-01,4.129090e-06,1.390152e+01,-7.459620e-02,1.397611e+01,1.636109e+01,1.709692e+02
2.370114e+03,2.743188e-02,8.503783e-01,8.512561e-01,1.483338e-01,4.109163e-06,1.390152e+01,-7.221301e-02,1.397373e+01,1.636016e+01,1.710000e+02
2.380115e+03,2.754762e-02,8.504802e-01,8.512910e-01,1.483747e-01,4.089480e-06,1.390152e+01,-7.468257e-02,1.397620e+01,1.635862e+01,1.710000e+02
2.390115e+03,2.766337e-02,8.505104e-01,8.513258e-01,1.484155e-01,4.070037e-06,1.389706e+01,-7.655586e-02,1.397362e+01,1.635313e+01,1.710000e+02
2.400116e+03,2.777912e-02,8.504879e-01,8.513603e-01,1.484562e-01,4.050828e-06,1.389087e+01,-7.235946e-02,1.396323e+01,1.634555e+01,1.710000e+02
2.410116e+03,2.789486e-02,8.505955e-01,8.513948e-01,1.484966e-01,4.031850e-06,1.388389e+01,-7.495598e-02,1.395884e+01,1.633572e+01,1.710000e+02
2.420117e+03,2.801061e-02,8.506551e-01,8.514290e-01,1.485368e-01,4.013097e-06,1.388228e+01,-7.655586e-02,1.395883e+01,1.633295e+01,1.710000e+02
2.430117e+03,2.812636e-02,8.507052e-01,8.514631e-01,1.485768e-01,3.994566e-06,1.388228e+01,-7.655586e-02,1.395883e+01,1.633198e+01,1.710000e+02
2.440118e+03,2.824210e-02,8.507432e-01,8.514970e-01,1.486167e-01,3.976251e-06,1.388666e+01,-7.655586e-02,1.396322e+01,1.633641e+01,1.710000e+02
2.450118e+03,2.835785e-02,8.507730e-01,8.515308e-01,1.486564e-01,3.958149e-06,1.388869e+01,-7.655586e-02,1.396525e+01,1.633822e+01,1.710000e+02
2.460119e+03,2.847360e-02,8.508223e-01,8.515644e-01,1.486959e-01,3.940256e-06,1.389316e+01,-7.655586e-02,1.396971e+01,1.634252e+01,1.710000e+02
2.470119e+03,2.858934e-02,8.508399e-01,8.515979e-01,1.487352e-01,3.922567e-06,1.389510e+01,-7.655586e-02,1.397166e+01,1.634446e+01,1.710000e+02
2.480120e+03,2.870509e-02,8.508461e-01,8.516313e-01,1.487743e-01,3.905080e-06,1.389948e+01,-7.655586e-02,1.397604e+01,1.634949e+01,1.710000e+02
2.490120e+03,2.882083e-02,8.508881e-01,8.516644e-01,1.488133e-01,3.887789e-06,1.389720e+01,-7.655586e-02,1.397375e+01,1.634599e+01,1.710000e+02
2.500121e+03,2.893658e-02,8.508664e-01,8.516975e-01,1.488521e-01,3.870692e-06,1.389957e+01,-7.212475e-02,1.397169e+01,1.634842e+01,1.710000e+02
2.510121e+03,2.905233e-02,8.508082e-01,8.517304e-01,1.488907e-01,3.853785e-06,1.390152e+01,-7.455768e-02,1.397607e+01,1.635226e+01,1.710000e+02
2.520122e+03,2.916807e-02,8.508518e-01,8.517631e-01,1.489291e-01,3.837065e-06,1.390152e+01,-7.655586e-02,1.397807e+01,1.635177e+01,1.710000e+02
2.530122e+03,2.928382e-02,8.509596e-01,8.517957e-01,1.489674e-01,3.820527e-06,1.389704e+01,-7.655586e-02,1.397359e+01,1.634443e+01,1.710000e+02
2.540122e+03,2.939957e-02,8.510136e-01,8.518282e-01,1.490056e-01,3.804169e-06,1.389469e+01,-7.655586e-02,1.397124e+01,1.634062e+01,1.710000e+02
2.550123e+03,2.951531e-02,8.510404e-01,8.518606e-01,1.490435e-01,3.787988e-06,1.389408e+01,-7.655586e-02,1.397063e+01,1.633939e+01,1.710000e+02
2.560123e+03,2.963106e-02,8.510672e-01,8.518928e-01,1.490813e-01,3.771980e-06,1.389347e+01,-7.655586e-02,1.397002e+01,1.633816e+01,1.710000e+02
2.570124e+03,2.974680e-02,8.510941e-01,8.519248e-01,1.491190e-01,3.756142e-06,1.389286e+01,-7.655586e-02,1.396942e+01,1.633692e+01,1.710000e+02
2.580124e+03,2.986255e-02,8.511209e-01,8.519568e-01,1.491565e-01,3.740471e-06,1.389225e+01,-7.655586e-02,1.396881e+01,1.633569e+01,1.710000e+02
2.590125e+03,2.997830e-02,8.511477e-01,8.519886e-01,1.491938e-01,3.724965e-06,1.389164e+01,-7.655586e-02,1.396820e+01,1.633446e+01,1.710000e+02
2.600125e+03,3.009404e-02,8.511745e-01,8.520202e-01,1.492310e-01,3.709620e-06,1.389103e+01,-7.655586e-02,1.396759e+01,1.633323e+01,1.710000e+02
2.610126e+03,3.020979e-02,8.512013e-01,8.520518e-01,1.492680e-01,3.694434e-06,1.389043e+01,-7.655586e-02,1.396698e+01,1.633200e+01,1.710000e+02
2.620126e+03,3.032554e-02,8.512281e-01,8.520832e-01,1.493048e-01,3.679404e-06,1.388982e+01,-7.655586e-02,1.396637e+01,1.633077e+01,1.710000e+02
2.630127e+03,3.044128e-02,8.512549e-01,8.521145e-01,1.493416e-01,3.664526e-06,1.388921e+01,-7.655586e-02,1.396576e+01,1.632953e+01,1.710000e+02
2.640127e+03,3.055703e-02,8.512817e-01,8.521457e-01,1.493781e-01,3.649800e-06,1.388869e+01,-7.655586e-02,1.396525e+01,1.632841e+01,1.710000e+02
2.650128e+03,3.067278e-02,8.513085e-01,8.521767e-01,1.494146e-01,3.635222e-06,1.388869e+01,-7.655586e-02,1.396525e+01,1.632789e+01,1.710000e+02
2.660128e+03,3.078852e-02,8.513353e-01,8.522076e-01,1.494508e-01,3.620789e-06,1.388869e+01,-7.655586e-02,1.396525e+01,1.632738e+01,1.710000e+02
2.670129e+03,3.090427e-02,8.513621e-01,8.522384e-01,1.494870e-01,3.606499e-06,1.388869e+01,-7.655586e-02,1.396525e+01,1.632686e+01,1.710000e+02
2.680129e+03,3.102001e-02,8.513888e-01,8.522691e-01,1.495230e-01,3.592351e-06,1.388869e+01,-7.655586e-02,1.396525e+01,1.632634e+01,1.710000e+02
2.690130e+03,3.113576e-02,8.514156e-01,8.522996e-01,1.495588e-01,3.578340e-06,1.388869e+01,-7.655586e-02,1.396525e+01,1.632583e+01,1.710000e+02
2.700130e+03,3.125151e-02,8.514424e-01,8.523301e-01,1.495946e-01,3.564466e-06,1.388869e+01,-7.655586e-02,1.396525e+01,1.632531e+01,1.710000e+02
2.710131e+03,3.136725e-02,8.514691e-01,8.523604e-01,1.496301e-01,3.550726e-06,1.388869e+01,-7.655586e-02,1.396525e+01,1.632480e+01,1.710000e+02
2.720131e+03,3.148300e-02,8.514959e-01,8.523906e-01,1.496656e-01,3.537118e-06,1.388869e+01,-7.655586e-02,1.396525e+01,1.632428e+01,1.710000e+02
2.730132e+03,3.159875e-02,8.515227e-01,8.524207e-01,1.497009e-01,3.523639e-06,1.388869e+01,-7.655586e-02,1.396525e+01,1.632377e+01,1.710000e+02
2.740132e+03,3.171449e-02,8.515526e-01,8.524507e-01,1.497360e-01,3.510288e-06,1.388869e+01,-7.636660e-02,1.396506e+01,1.632316e+01,1.710000e+02
2.750133e+03,3.183024e-02,8.515897e-01,8.524806e-01,1.497711e-01,3.497063e-06,1.388869e+01,-7.573151e-02,1.396442e+01,1.632233e+01,1.710000e+02
2.760133e+03,3.194599e-02,8.516268e-01,8.525103e-01,1.498060e-01,3.483961e-06,1.388869e+01,-7.509642e-02,1.396379e+01,1.632151e+01,1.710000e+02
2.770134e+03,3.206173e-02,8.516639e-01,8.525400e-01,1.498408e-01,3.470981e-06,1.388869e+01,-7.446133e-02,1.396315e+01,1.632068e+01,1.710000e+02
2.780134e+03,3.217748e-02,8.517011e-01,8.525695e-01,1.498754e-01,3.458121e-06,1.388869e+01,-7.382624e-02,1.396252e+01,1.631986e+01,1.710000e+02
2.790135e+03,3.229322e-02,8.517382e-01,8.525989e-01,1.499099e-01,3.445378e-06,1.388869e+01,-7.319115e-02,1.396188e+01,1.631903e+01,1.710000e+02
2.800135e+03,3.240897e-02,8.517753e-01,8.526283e-01,1.499443e-01,3.432752e-06,1.388869e+01,-7.255606e-02,1.396125e+01,1.631820e+01,1.710000e+02
2.810136e+03,3.252472e-02,8.518124e-01,8.526575e-01,1.499786e-01,3.420240e-06,1.388869e+01,-7.192097e-02,1.396061e+01,1.631738e+01,1.710000e+02
2.820136e+03,3.264046e-02,8.518496e-01,8.526866e-01,1.500127e-01,3.407840e-06,1.388869e+01,-7.128588e-02,1.395998e+01,1.631656e+01,1.710000e+02
2.830136e+03,3.275621e-02,8.518867e-01,8.527156e-01,1.500468e-01,3.395552e-06,1.388869e+01,-7.065079e-02,1.395934e+01,1.631573e+01,1.710000e+02
2.840137e+03,3.287196e-02,8.519218e-01,8.527445e-01,1.500806e-01,3.383372e-06,1.388869e+01,-7.036487e-02,1.395905e+01,1.631501e+01,1.710027e+02
2.850137e+03,3.298770e-02,8.519517e-01,8.527733e-01,1.501144e-01,3.371300e-06,1.388869e+01,-7.099454e-02,1.395968e+01,1.631454e+01,1.710126e+02
2.860138e+03,3.310345e-02,8.519815e-01,8.528020e-01,1.501481e-01,3.359334e-06,1.388869e+01,-7.162420e-02,1.396031e+01,1.631408e+01,1.710225e+02
2.870138e+03,3.321919e-02,8.520114e-01,8.528306e-01,1.501816e-01,3.347472e-06,1.388869e+01,-7.225386e-02,1.396094e+01,1.631361e+01,1.710324e+02
2.880139e+03,3.333494e-02,8.520412e-01,8.528591e-01,1.502150e-01,3.335714e-06,1.388869e+01,-7.288352e-02,1.396157e+01,1.631315e+01,1.710423e+02
2.890139e+03,3.345069e-02,8.520711e-01,8.528875e-01,1.502483e-01,3.324056e-06,1.388869e+01,-7.351319e-02,1.396220e+01,1.631268e+01,1.710522e+02
2.900140e+03,3.356643e-02,8.521009e-01,8.529158e-01,1.502815e-01,3.312498e-06,1.388869e+01,-7.414285e-02,1.396283e+01,1.631222e+01,1.710621e+02
2.910140e+03,3.368218e-02,8.521308e-01,8.529440e-01,1.503146e-01,3.301039e-06,1.388869e+01,-7.477251e-02,1.396346e+01,1.631175e+01,1.710720e+02
2.920141e+03,3.379793e-02,8.521606e-01,8.529721e-01,1.503475e-01,3.289677e-06,1.388869e+01,-7.540218e-02,1.396409e+01,1.631129e+01,1.710819e+02
2.930141e+03,3.391367e-02,8.521905e-01,8.530001e-01,1.503804e-01,3.278410e-06,1.388869e+01,-7.603184e-02,1.396472e+01,1.631082e+01,1.710918e+02
2.940142e+03,3.402942e-02,8.522215e-01,8.530281e-01,1.504131e-01,3.267238e-06,1.388858e+01,-7.644744e-02,1.396503e+01,1.631017e+01,1.711000e+02
2.950142e+03,3.414517e-02,8.522584e-01,8.530559e-01,1.504457e-01,3.256158e-06,1.388793e+01,-7.580121e-02,1.396373e+01,1.630858e+01,1.711000e+02
2.960143e+03,3.426091e-02,8.522952e-01,8.530836e-01,1.504782e-01,3.245170e-06,1.388728e+01,-7.515498e-02,1.396243e+01,1.630700e+01,1.711000e+02
2.970143e+03,3.437666e-02,8.523321e-01,8.531113e-01,1.505106e-01,3.234273e-06,1.388663e+01,-7.450874e-02,1.396114e+01,1.630542e+01,1.711000e+02
2.980144e+03,3.449240e-02,8.523689e-01,8.531388e-01,1.505429e-01,3.223464e-06,1.388598e+01,-7.386251e-02,1.395984e+01,1.630383e+01,1.711000e+02
2.990144e+03,3.460815e-02,8.524058e-01,8.531663e-01,1.505751e-01,3.212744e-06,1.388532e+01,-7.321628e-02,1.395854e+01,1.630225e+01,1.711000e+02
3.000145e+03,3.472390e-02,8.524426e-01,8.531936e-01,1.506072e-01,3.202109e-06,1.388467e+01,-7.257005e-02,1.395724e+01,1.630066e+01,1.711000e+02
3.010145e+03,3.483964e-02,8.524795e-01,8.532209e-01,1.506392e-01,3.191561e-06,1.388402e+01,-7.192381e-02,1.395595e+01,1.629908e+01,1.711000e+02
3.020146e+03,3.495539e-02,8.525163e-01,8.532481e-01,1.506710e-01,3.181096e-06,1.388337e+01,-7.127758e-02,1.395465e+01,1.629750e+01,1.711000e+02
3.030146e+03,3.507114e-02,8.525532e-01,8.532752e-01,1.507028e-01,3.170715e-06,1.388272e+01,-7.063135e-02,1.395335e+01,1.629591e+01,1.711000e+02
3.040147e+03,3.518688e-02,8.525882e-01,8.533022e-01,1.507344e-01,3.160416e-06,1.388268e+01,-7.019103e-02,1.395287e+01,1.629512e+01,1.710968e+02
3.050147e+03,3.530263e-02,8.526191e-01,8.533291e-01,1.507660e-01,3.150198e-06,1.388395e+01,-7.019103e-02,1.395414e+01,1.629602e+01,1.710870e+02
3.060148e+03,3.541837e-02,8.526501e-01,8.533560e-01,1.507974e-01,3.140059e-06,1.388522e+01,-7.019103e-02,1.395541e+01,1.629691e+01,1.710771e+02
3.070148e+03,3.553412e-02,8.526810e-01,8.533827e-01,1.508288e-01,3.129999e-06,1.388649e+01,-7.019103e-02,1.395668e+01,1.629780e+01,1.710672e+02
3.080149e+03,3.564987e-02,8.527120e-01,8.534094e-01,1.508600e-01,3.120017e-06,1.388776e+01,-7.019103e-02,1.395795e+01,1.629870e+01,1.710573e+02
3.090149e+03,3.576561e-02,8.527429e-01,8.534360e-01,1.508912e-01,3.110112e-06,1.388903e+01,-7.019103e-02,1.395922e+01,1.629959e+01,1.710474e+02
3.100150e+03,3.588136e-02,8.527739e-01,8.534625e-01,1.509222e-01,3.100282e-06,1.389029e+01,-7.019103e-02,1.396049e+01,1.630049e+01,1.710375e+02
