1.300000000000000000e+01,1.330000000000000071e+01,1.500000000000000000e+01,1.699999999999999956e+00,9.426312999999999498e-01,9.432344999999999757e-01,2.938731000000000158e-09,5.269139999999999860e-09,3.798488270833333047e+01,8.028250614855664935e+00,1.698674586533224442e+02
1.400000000000000000e+01,1.501999999999999957e+01,1.594699999999999918e+01,9.270000000000000462e-01,9.414614999999999512e-01,9.414595999999999520e-01,-2.410280999999999956e-11,-2.410285999999999934e-11,2.204620047315855302e+01,8.061241005368287915e+00,1.696678234456929033e+02
1.500000000000000000e+01,1.614999999999999858e+01,1.910000000000000142e+01,2.950000000000000178e+00,9.413207000000000102e-01,9.415643999999999680e-01,1.015566000000000006e-09,1.015304000000000033e-09,2.204660239789713216e+01,-8.462017845832202345e-02,1.703586961630507233e+02
1.600000000000000000e+01,1.912199999999999989e+01,2.015500000000000114e+01,1.032999999999999918e+00,9.438410999999999884e-01,9.444063999999999792e-01,6.710018000000000144e-09,6.706001999999999607e-09,3.797446726193143718e+01,7.950509640600492922e+00,1.702462017252968849e+02
1.700000000000000000e+01,2.037999999999999901e+01,2.200000000000000000e+01,1.620000000000000107e+00,9.444742999999999888e-01,9.451973999999999654e-01,5.469870000000000262e-09,5.465684999999999619e-09,3.796685737443737452e+01,-7.712346902886282884e-02,1.701495881903264547e+02
1.800000000000000000e+01,2.325000000000000000e+01,2.600000000000000000e+01,2.750000000000000000e+00,9.453907000000000282e-01,9.461287000000000447e-01,3.285076999999999863e-09,3.282515000000000012e-09,3.795806572282310754e+01,7.988901017970624352e+00,1.701478600732292534e+02
1.900000000000000000e+01,4.450000000000000000e+01,4.750000000000000000e+01,3.000000000000000000e+00,9.502720999999999529e-01,9.508343999999999685e-01,2.283034000000000163e-09,2.281683000000000050e-09,3.789653736507079174e+01,-7.895010464497127789e-02,1.705127379885035452e+02
2.000000000000000000e+01,5.150000000000000000e+01,5.500000000000000000e+01,3.500000000000000000e+00,9.512087000000000181e-01,9.518497999999999681e-01,2.229108000000000157e-09,2.227607000000000205e-09,3.788184559338842661e+01,-9.995259951074382532e-02,1.704262177520661226e+02
2.100000000000000000e+01,5.825000000000000000e+01,6.200000000000000000e+01,3.750000000000000000e+00,9.521228999999999942e-01,9.525274999999999714e-01,1.311524999999999977e-09,1.310968000000000058e-09,3.784283491823511270e+01,-9.313188808701017285e-02,1.703202719839555357e+02
2.200000000000000000e+01,6.210000000000000142e+01,6.900000000000000000e+01,6.900000000000000355e+00,9.533435999999999577e-01,9.543190999999999757e-01,1.716482000000000070e-09,1.714727000000000008e-09,3.782746230627306261e+01,-9.591477074672929981e-02,1.698503878396511197e+02
